"","over_60","partnered","living_alone","Home_owner","young_child","Numb_dep","Have_dep","Main_carer_dep","PPeligible","IWSSUCP8","SIHPSWT"
"13350",0,0,1,0,NA,0,0,0,0,898,233.807214380626
"13351",0,1,0,0,NA,0,0,0,0,1479,1569.24256379456
"13352",0,1,0,0,NA,0,0,0,0,2152,1569.24256379456
"13353",0,0,1,1,NA,0,0,0,0,1339,848.391118785222
"13354",1,0,1,1,NA,0,0,0,0,0,399.346407044488
"13355",0,1,0,1,NA,0,0,0,0,1486,1162.24255007957
"13356",0,1,0,1,NA,0,0,0,0,1289,1162.24255007957
"13357",1,1,0,1,NA,0,0,0,0,0,380.515385889686
"13358",1,1,0,1,NA,0,0,0,0,0,380.515385889686
"13359",0,1,0,0,NA,0,0,0,0,0,380.515385889686
"13360",0,1,0,0,NA,0,0,0,0,0,380.515385889686
"13361",0,0,1,0,NA,0,0,0,0,1017,196.430628933477
"13362",0,0,1,0,NA,0,0,0,0,90,602.605054060102
"13363",0,0,1,0,NA,0,0,0,0,600,602.605054060102
"13364",0,0,1,0,NA,0,0,0,0,90,602.605054060102
"13365",0,0,1,0,NA,0,0,0,0,0,602.605054060102
"13366",1,1,0,1,NA,0,0,0,0,0,167.504148870482
"13367",1,1,0,1,NA,0,0,0,0,0,167.504148870482
"13368",0,0,1,0,NA,0,0,0,0,4404,147.156267545677
"13369",0,1,0,0,3,1,1,0,0,0,191.511296790833
"13370",0,1,0,0,3,1,1,0,0,0,191.511296790833
"13371",1,0,1,1,NA,0,0,0,0,0,101.462975219945
"13372",0,1,0,1,NA,0,0,0,0,806,1138.9805204068
"13373",0,1,0,1,NA,0,0,0,0,1170,1138.9805204068
"13374",1,0,1,0,NA,0,0,0,0,0,112.286159874471
"13375",1,0,1,1,NA,0,0,0,0,0,556.246546355096
"13376",1,1,0,1,NA,0,0,0,0,0,320.582678757021
"13377",1,1,0,1,NA,0,0,0,0,0,320.582678757021
"13378",1,1,0,1,NA,0,0,0,0,0,502.579082079517
"13379",1,1,0,1,NA,0,0,0,0,250,502.579082079517
"13380",1,0,1,0,NA,0,0,0,0,0,64.3716438749494
"13381",0,0,1,1,NA,0,0,0,0,0,1517.53485736879
"13382",0,0,1,0,NA,0,0,0,0,566,91.0140583280184
"13383",0,0,1,0,NA,0,0,0,0,0,91.0140583280184
"13384",1,1,0,1,NA,0,0,0,0,0,129.554472247742
"13385",1,1,0,1,NA,0,0,0,0,0,129.554472247742
"13386",0,0,0,0,6,1,1,1,1,450,31.8240577282365
"13387",1,1,0,1,NA,0,0,0,0,0,67.1054147551462
"13388",1,1,0,1,NA,0,0,0,0,0,67.1054147551462
"13389",0,0,0,1,4,1,1,1,1,1145,654.045880066137
"13390",1,1,0,0,NA,0,0,0,0,0,238.206319641426
"13391",1,1,0,0,NA,0,0,0,0,0,238.206319641426
"13392",0,0,0,1,14,1,1,1,1,0,122.159064662301
"13393",0,1,0,0,NA,0,0,0,0,4400,34.5359567849538
"13394",0,1,0,1,NA,0,0,0,0,770,34.5359567849538
"13395",0,0,1,0,NA,0,0,0,0,1250,34.5359567849538
"13396",0,0,0,0,11,2,1,1,1,1891,77.8680226490526
"13397",0,0,0,0,11,2,1,1,1,0,77.8680226490526
"13398",1,0,1,0,NA,0,0,0,0,0,110.28340012418
"13399",1,0,1,1,NA,0,0,0,0,0,663.305773375224
"13400",1,0,1,0,NA,0,0,0,0,0,663.305773375224
"13401",0,1,0,1,2,2,1,1,1,1475,99.9973484020478
"13402",0,1,0,1,2,2,1,1,1,1300,99.9973484020478
"13403",0,1,0,0,2,2,1,1,1,0,99.9973484020478
"13404",1,0,1,0,NA,0,0,0,0,0,420.813642946987
"13405",0,1,0,1,NA,0,0,0,0,0,1928.84846129359
"13406",0,1,0,1,NA,0,0,0,0,1465,1928.84846129359
"13407",0,0,1,0,NA,0,0,0,0,600,1928.84846129359
"13408",0,0,1,0,NA,0,0,0,0,1022,1928.84846129359
"13409",0,0,1,0,NA,0,0,0,0,1918,757.558890794792
"13410",1,0,1,1,NA,0,0,0,0,0,24.3215418883944
"13411",1,0,1,0,NA,0,0,0,0,150,327.0475261215
"13412",0,0,1,0,NA,0,0,0,0,0,1067.68471040396
"13413",0,0,1,0,NA,0,0,0,0,0,1067.68471040396
"13414",0,1,0,0,NA,0,0,0,0,0,1171.31006418902
"13415",0,1,0,0,NA,0,0,0,0,1035,1171.31006418902
"13416",0,1,0,1,21,1,1,1,0,1560,1277.7776836301
"13417",0,1,0,1,21,1,1,1,0,875,1277.7776836301
"13418",0,1,0,0,21,1,1,1,0,558,1277.7776836301
"13419",0,0,1,0,NA,0,0,0,0,2521,1277.7776836301
"13420",0,0,1,0,NA,0,0,0,0,492,1277.7776836301
"13421",0,0,0,1,11,1,1,1,1,0,600.250338201959
"13422",1,0,1,1,NA,0,0,0,0,0,444.56619431258
"13423",0,1,0,1,3,2,1,1,1,1553,1213.02901473371
"13424",0,1,0,1,3,2,1,1,1,901,1213.02901473371
"13425",1,1,0,1,16,1,1,1,0,363,649.347611482509
"13426",0,1,0,0,16,1,1,1,0,0,649.347611482509
"13427",0,1,0,0,16,1,1,1,0,0,649.347611482509
"13428",0,1,0,0,NA,0,0,0,0,45,716.336476199267
"13429",0,1,0,0,NA,0,0,0,0,1423,716.336476199267
"13430",1,0,1,1,NA,0,0,0,0,0,164.970939873882
"13431",1,1,0,1,NA,0,0,0,0,0,646.216275973448
"13432",1,1,0,1,NA,0,0,0,0,0,646.216275973448
"13433",1,0,1,1,NA,0,0,0,0,0,551.164470163625
"13434",0,1,0,1,NA,0,0,0,0,778,693.515378224047
"13435",1,1,0,1,NA,0,0,0,0,937,693.515378224047
"13436",1,1,0,1,NA,0,0,0,0,0,2473.06873238783
"13437",0,1,0,0,NA,0,0,0,0,849,2473.06873238783
"13438",0,0,1,0,NA,0,0,0,0,880,2473.06873238783
"13439",1,0,1,1,NA,0,0,0,0,25,594.444520454789
"13440",0,1,0,1,14,2,1,1,0,1317,1034.8979554568
"13441",0,1,0,1,14,2,1,1,0,976,1034.8979554568
"13442",0,1,0,0,14,2,1,1,0,0,1034.8979554568
"13443",1,0,1,1,NA,0,0,0,0,0,522.112498935565
"13444",0,0,0,1,13,1,1,1,1,2546,792.141919202188
"13445",0,1,0,1,9,3,1,1,0,4455,197.043069198881
"13446",0,1,0,1,9,3,1,1,0,0,197.043069198881
"13447",0,1,0,0,9,3,1,1,0,747,197.043069198881
"13448",0,1,0,0,9,3,1,1,0,238,197.043069198881
"13449",0,0,1,0,NA,0,0,0,0,927,424.888308728057
"13450",1,1,0,1,NA,0,0,0,0,0,118.553847499531
"13451",1,1,0,1,NA,0,0,0,0,0,118.553847499531
"13452",1,1,0,0,NA,0,0,0,0,0,217.266351626149
"13453",1,1,0,0,NA,0,0,0,0,0,217.266351626149
"13454",0,1,0,1,NA,0,0,0,0,13415,531.3662928655
"13455",0,1,0,1,NA,0,0,0,0,500,531.3662928655
"13456",0,0,1,0,NA,0,0,0,0,500,531.3662928655
"13457",0,0,1,0,NA,0,0,0,0,500,531.3662928655
"13458",1,1,0,1,NA,0,0,0,0,0,143.225017701766
"13459",1,1,0,1,NA,0,0,0,0,0,143.225017701766
"13460",0,0,1,1,NA,0,0,0,0,1817,903.614963639252
"13461",0,1,0,1,NA,0,0,0,0,461,187.652216524582
"13462",1,1,0,1,NA,0,0,0,0,713,187.652216524582
"13463",0,1,0,0,NA,0,0,0,0,1256,517.522264063745
"13464",0,1,0,0,NA,0,0,0,0,1295,517.522264063745
"13465",1,0,1,1,NA,0,0,0,0,0,283.110439019575
"13466",1,0,0,1,16,1,1,1,0,0,710.015150477788
"13467",0,0,0,0,16,1,1,1,0,0,710.015150477788
"13468",1,0,1,0,NA,0,0,0,0,0,24.8365117396151
"13469",0,0,1,0,NA,0,0,0,0,1068,2758.22615900559
"13470",0,0,1,0,NA,0,0,0,0,107,2758.22615900559
"13471",0,0,1,0,NA,0,0,0,0,987,2758.22615900559
"13472",1,0,1,1,NA,0,0,0,0,0,281.711938059832
"13473",0,0,0,1,8,2,1,1,1,1016,173.014651292211
"13474",1,0,1,1,NA,0,0,0,0,0,363.736147012147
"13475",1,0,1,1,NA,0,0,0,0,450,363.736147012147
"13476",0,1,0,1,12,3,1,1,0,0,1230.99919640444
"13477",0,1,0,1,12,3,1,1,0,0,1230.99919640444
"13478",0,1,0,0,12,3,1,1,0,550,1230.99919640444
"13479",0,1,0,0,12,3,1,1,0,0,1230.99919640444
"13480",0,1,0,0,NA,0,0,0,0,1082,183.330824779815
"13481",0,1,0,0,NA,0,0,0,0,520,183.330824779815
"13482",0,0,1,0,NA,0,0,0,0,0,476.3620486658
"13483",0,0,1,0,NA,0,0,0,0,0,476.3620486658
"13484",0,0,1,0,NA,0,0,0,0,0,476.3620486658
"13485",0,1,0,1,3,3,1,1,1,2313,836.836911584148
"13486",0,1,0,1,3,3,1,1,1,750,836.836911584148
"13487",0,1,0,0,NA,0,0,0,0,690,922.575824861401
"13488",0,1,0,0,NA,0,0,0,0,0,922.575824861401
"13489",0,0,1,1,NA,0,0,0,0,0,950.896029858308
"13490",0,0,1,0,NA,0,0,0,0,2050,640.36429325671
"13491",0,1,0,1,8,2,1,1,0,1158,289.916955961813
"13492",0,1,0,1,8,2,1,1,0,1833,289.916955961813
"13493",0,0,1,0,NA,0,0,0,0,1237,143.402523746888
"13494",1,0,1,0,NA,0,0,0,0,959,143.402523746888
"13495",1,0,1,1,NA,0,0,0,0,0,1011.81173026604
"13496",1,1,0,1,NA,0,0,0,0,1913,751.99324314558
"13497",1,1,0,1,NA,0,0,0,0,835,751.99324314558
"13498",1,1,0,1,NA,0,0,0,0,0,1672.54930158592
"13499",1,1,0,1,NA,0,0,0,0,0,1672.54930158592
"13500",0,1,0,0,NA,0,0,0,0,750,1007.91651629451
"13501",0,1,0,0,NA,0,0,0,0,1000,1007.91651629451
"13502",1,0,1,1,NA,0,0,0,0,0,784.025061379557
"13503",1,0,1,1,NA,0,0,0,0,3664,673.489386262224
"13504",0,1,0,0,8,2,1,1,0,0,344.534624872342
"13505",0,1,0,0,8,2,1,1,0,850,344.534624872342
"13506",0,1,0,0,1,1,1,0,0,780,343.465788856415
"13507",0,1,0,0,1,1,1,1,1,0,343.465788856415
"13508",1,1,0,1,NA,0,0,0,0,0,748.942725186698
"13509",1,1,0,1,NA,0,0,0,0,0,748.942725186698
"13510",0,0,0,0,13,2,1,1,1,976,165.829410058269
"13511",0,0,0,0,13,2,1,1,1,36,165.829410058269
"13512",1,1,0,1,NA,0,0,0,0,0,123.88524474564
"13513",1,1,0,1,NA,0,0,0,0,0,123.88524474564
"13514",0,1,0,1,13,1,1,1,0,0,124.208850189718
"13515",0,1,0,1,13,1,1,0,0,1454,124.208850189718
"13516",0,0,1,0,NA,0,0,0,0,1906,130.613818371625
"13517",0,0,1,0,NA,0,0,0,0,2528,130.613818371625
"13518",0,0,0,1,5,1,1,1,1,750,7.15605095541401
"13519",0,1,0,1,0,2,1,1,1,2540,264.547140311573
"13520",0,1,0,1,0,2,1,1,1,1673,264.547140311573
"13521",0,1,0,1,4,2,1,1,1,2838,18.5782608695652
"13522",0,1,0,1,4,2,1,1,1,2708,18.5782608695652
"13523",0,1,0,1,NA,0,0,0,0,1350,490.008934932227
"13524",0,1,0,1,NA,0,0,0,0,0,490.008934932227
"13525",1,1,0,1,NA,0,0,0,0,0,576.670743183286
"13526",1,1,0,1,NA,0,0,0,0,0,576.670743183286
"13527",0,0,1,0,NA,0,0,0,0,652,576.670743183286
"13528",1,0,1,1,NA,0,0,0,0,0,593.163422041335
"13529",0,1,0,1,7,2,1,1,0,2480,887.018914783157
"13530",0,1,0,1,7,2,1,1,0,1427,887.018914783157
"13531",0,1,0,1,NA,0,0,0,0,1041,574.122694624633
"13532",0,1,0,1,NA,0,0,0,0,0,574.122694624633
"13533",1,0,1,1,NA,0,0,0,0,0,765.293278168631
"13534",0,1,0,1,23,1,1,1,0,1918,1001.30182739861
"13535",0,1,0,0,23,1,1,1,0,0,1001.30182739861
"13536",0,1,0,0,23,1,1,1,0,627,1001.30182739861
"13537",0,0,1,0,NA,0,0,0,0,1900,1001.30182739861
"13538",1,1,0,1,NA,0,0,0,0,0,148.916562889562
"13539",1,1,0,1,NA,0,0,0,0,0,148.916562889562
"13540",1,1,0,1,NA,0,0,0,0,0,369.599040561016
"13541",1,1,0,1,NA,0,0,0,0,0,369.599040561016
"13542",0,1,0,1,5,2,1,1,1,0,867.587237567037
"13543",0,1,0,1,5,2,1,1,1,2589,867.587237567037
"13544",0,1,0,1,NA,0,0,0,0,2417,1120.09846903066
"13545",0,1,0,1,NA,0,0,0,0,0,1120.09846903066
"13546",0,0,1,1,NA,0,0,0,0,1200,597.373961370026
"13547",1,0,1,1,NA,0,0,0,0,0,597.373961370026
"13548",1,1,0,0,NA,0,0,0,0,650,52.5282993810639
"13549",1,1,0,0,NA,0,0,0,0,2038,52.5282993810639
"13550",1,1,0,1,NA,0,0,0,0,0,113.20039151815
"13551",1,1,0,1,NA,0,0,0,0,0,113.20039151815
"13552",1,1,0,1,NA,0,0,0,0,4139,978.823248940646
"13553",1,1,0,1,NA,0,0,0,0,700,978.823248940646
"13554",0,1,0,0,NA,0,0,0,0,1989,267.871207062396
"13555",0,1,0,0,NA,0,0,0,0,2219,267.871207062396
"13556",0,1,0,1,14,1,1,1,0,5045,202.608357543307
"13557",0,1,0,1,14,1,1,1,0,2019,202.608357543307
"13558",0,0,1,0,NA,0,0,0,0,0,280.483473187124
"13559",0,1,0,0,NA,0,0,0,0,1036,364.103970139942
"13560",0,1,0,0,NA,0,0,0,0,0,364.103970139942
"13561",1,1,0,1,NA,0,0,0,0,0,824.731149535501
"13562",1,1,0,1,NA,0,0,0,0,0,824.731149535501
"13563",0,0,0,1,15,1,1,1,0,0,137.270582503261
"13564",0,0,0,0,15,1,1,1,0,0,137.270582503261
"13565",0,1,0,0,NA,0,0,0,0,0,347.570593496275
"13566",0,1,0,0,NA,0,0,0,0,0,347.570593496275
"13567",0,0,1,0,NA,0,0,0,0,800,347.570593496275
"13568",0,1,0,0,NA,0,0,0,0,500,425.22022060813
"13569",0,1,0,0,NA,0,0,0,0,0,425.22022060813
"13570",1,1,0,0,NA,0,0,0,0,800,425.22022060813
"13571",0,1,0,0,NA,0,0,0,0,0,425.22022060813
"13572",0,1,0,0,0,1,1,1,1,750,941.416210372606
"13573",0,1,0,0,0,1,1,1,1,1288,941.416210372606
"13574",0,0,1,0,NA,0,0,0,0,0,1166.54499699053
"13575",1,0,1,1,NA,0,0,0,0,1400,169.14655097237
"13576",1,1,0,1,NA,0,0,0,0,0,487.712270134087
"13577",1,1,0,1,NA,0,0,0,0,0,487.712270134087
"13578",0,1,0,1,12,2,1,1,0,538,1167.50705886854
"13579",0,1,0,1,12,2,1,1,0,1392,1167.50705886854
"13580",1,1,0,1,NA,0,0,0,0,0,840.768899380048
"13581",1,1,0,1,NA,0,0,0,0,0,840.768899380048
"13582",1,1,0,1,NA,0,0,0,0,0,141.15641436134
"13583",1,1,0,1,NA,0,0,0,0,0,141.15641436134
"13584",0,1,0,0,NA,0,0,0,0,951,281.102492257274
"13585",0,1,0,0,NA,0,0,0,0,2569,281.102492257274
"13586",0,1,0,0,1,4,1,1,1,3303,1024.65927008239
"13587",0,1,0,0,1,4,1,1,1,0,1024.65927008239
"13588",1,1,0,1,NA,0,0,0,0,0,905.825583470309
"13589",1,1,0,1,NA,0,0,0,0,0,905.825583470309
"13590",0,1,0,1,NA,0,0,0,0,1162,723.411972749093
"13591",1,1,0,1,NA,0,0,0,0,0,723.411972749093
"13592",0,1,0,1,0,1,1,1,1,1611,325.734730602401
"13593",0,1,0,1,0,1,1,1,1,1500,325.734730602401
"13594",1,1,0,1,NA,0,0,0,0,0,1206.43884374001
"13595",1,1,0,1,NA,0,0,0,0,0,1206.43884374001
"13596",0,0,1,1,NA,0,0,0,0,2896,7.15605095541401
"13597",1,1,0,1,NA,0,0,0,0,574,821.946303982661
"13598",1,1,0,1,NA,0,0,0,0,0,821.946303982661
"13599",0,1,0,1,14,2,1,1,0,0,301.640987896261
"13600",0,1,0,1,14,2,1,1,0,652,301.640987896261
"13601",0,1,0,0,14,2,1,1,0,0,301.640987896261
"13602",0,1,0,1,2,2,1,1,1,2000,292.472770271365
"13603",0,1,0,1,2,2,1,1,1,3800,292.472770271365
"13604",1,0,1,0,NA,0,0,0,0,0,2.82151898734177
"13605",0,1,0,1,13,1,1,0,0,0,11.0865658263551
"13606",0,1,0,1,13,1,1,0,0,0,11.0865658263551
"13607",0,0,1,0,NA,0,0,0,0,1151,881.211449565014
"13608",0,0,1,0,NA,0,0,0,0,0,881.211449565014
"13609",0,1,0,1,7,2,1,1,0,2100,1950.2012298224
"13610",0,1,0,0,7,2,1,1,0,929,1950.2012298224
"13611",0,1,0,0,7,2,1,1,0,0,1950.2012298224
"13612",0,1,0,1,NA,0,0,0,0,0,221.248814743965
"13613",0,1,0,1,NA,0,0,0,0,1452,221.248814743965
"13614",0,1,0,1,16,3,1,1,0,2500,542.739321214434
"13615",0,1,0,1,16,3,1,1,0,1540,542.739321214434
"13616",0,1,0,0,16,3,1,1,0,0,542.739321214434
"13617",0,1,0,0,16,3,1,1,0,129,542.739321214434
"13618",0,1,0,0,16,3,1,1,0,0,542.739321214434
"13619",0,1,0,1,NA,0,0,0,0,3665,298.677802119043
"13620",0,1,0,1,NA,0,0,0,0,0,298.677802119043
"13621",0,0,1,1,NA,0,0,0,0,1000,73.2642978416296
"13622",1,1,0,1,NA,0,0,0,0,0,1489.51660982224
"13623",1,1,0,1,NA,0,0,0,0,0,1489.51660982224
"13624",1,0,1,1,NA,0,0,0,0,0,506.724931123313
"13625",1,0,1,1,NA,0,0,0,0,0,374.885838719089
"13626",1,1,0,1,NA,0,0,0,0,86,1017.04407679327
"13627",1,1,0,1,NA,0,0,0,0,1856,1017.04407679327
"13628",0,1,0,0,NA,0,0,0,0,1343,63.5158388672628
"13629",0,1,0,0,NA,0,0,0,0,1000,63.5158388672628
"13630",0,1,0,1,NA,0,0,0,0,1030,1109.14126459418
"13631",0,1,0,1,NA,0,0,0,0,0,1109.14126459418
"13632",0,0,0,0,3,3,1,1,1,0,94.4922048634554
"13633",0,0,0,0,3,3,1,1,1,0,94.4922048634554
"13634",0,1,0,1,NA,0,0,0,0,1484,976.470830014779
"13635",0,1,0,1,NA,0,0,0,0,1010,976.470830014779
"13636",0,0,1,0,NA,0,0,0,0,863,976.470830014779
"13637",1,0,1,1,NA,0,0,0,0,0,754.411190499182
"13638",0,0,1,1,NA,0,0,0,0,1500,754.411190499182
"13639",1,1,0,1,NA,0,0,0,0,1296,659.89103032705
"13640",1,1,0,1,NA,0,0,0,0,575,659.89103032705
"13641",0,0,1,1,NA,0,0,0,0,991,725.902035940436
"13642",0,0,1,0,NA,0,0,0,0,1157,930.852551185963
"13643",0,0,1,0,NA,0,0,0,0,933,930.852551185963
"13644",0,0,1,0,NA,0,0,0,0,1400,207.043244021964
"13645",1,1,0,1,NA,0,0,0,0,95,308.955092176867
"13646",1,1,0,1,NA,0,0,0,0,0,308.955092176867
"13647",0,1,0,1,NA,0,0,0,0,1722,76.8470947189935
"13648",0,1,0,1,NA,0,0,0,0,58,76.8470947189935
"13649",0,1,0,1,NA,0,0,0,0,1548,137.914257113932
"13650",0,1,0,1,NA,0,0,0,0,2882,137.914257113932
"13651",0,1,0,0,NA,0,0,0,0,881,929.096615587821
"13652",0,1,0,0,NA,0,0,0,0,600,929.096615587821
"13653",0,1,0,0,2,4,1,0,0,934,179.363412830934
"13654",0,1,0,0,2,4,1,1,1,0,179.363412830934
"13655",0,1,0,0,2,4,1,1,1,0,179.363412830934
"13656",0,1,0,0,18,2,1,0,0,1979,124.327832711211
"13657",0,1,0,0,18,2,1,1,0,0,124.327832711211
"13658",0,1,0,0,18,2,1,1,0,0,124.327832711211
"13659",0,1,0,0,18,2,1,1,0,0,124.327832711211
"13660",0,0,1,0,NA,0,0,0,0,900,124.327832711211
"13661",0,0,0,0,6,2,1,1,1,967,1679.68725312252
"13662",0,0,0,0,6,2,1,1,1,0,1679.68725312252
"13663",0,0,1,0,NA,0,0,0,0,504,1679.68725312252
"13664",0,1,0,1,3,2,1,1,1,336,234.435417708077
"13665",0,1,0,1,3,2,1,1,1,2000,234.435417708077
"13666",0,0,0,1,12,2,1,1,1,3520,804.435793119238
"13667",0,0,0,0,12,2,1,1,1,300,804.435793119238
"13668",0,0,1,0,NA,0,0,0,0,547,97.5447709630354
"13669",0,0,1,0,NA,0,0,0,0,506,97.5447709630354
"13670",0,0,1,0,NA,0,0,0,0,850,97.5447709630354
"13671",0,0,0,1,12,2,1,1,1,1489,8.59534294938401
"13672",0,1,0,1,0,2,1,1,1,1286,1328.51534979246
"13673",0,1,0,1,0,2,1,1,1,725,1328.51534979246
"13674",1,0,1,0,NA,0,0,0,0,0,7.15605095541401
"13675",0,0,0,0,11,2,1,1,1,0,1482.96659686495
"13676",0,0,1,0,NA,0,0,0,0,0,1482.96659686495
"13677",0,1,0,1,14,1,1,1,0,2225,55.2390546867719
"13678",0,1,0,1,14,1,1,1,0,808,55.2390546867719
"13679",0,0,1,0,NA,0,0,0,0,399,55.2390546867719
"13680",0,1,0,1,3,1,1,1,1,2704,783.653696996461
"13681",0,1,0,1,3,1,1,1,1,0,783.653696996461
"13682",0,1,0,1,1,1,1,1,1,1200,1582.79604474177
"13683",0,1,0,1,1,1,1,1,1,1788,1582.79604474177
"13684",0,1,0,1,NA,0,0,0,0,6927,718.649284694728
"13685",0,1,0,1,NA,0,0,0,0,7523,718.649284694728
"13686",0,1,0,1,NA,0,0,0,0,1103,625.534698168111
"13687",1,1,0,1,NA,0,0,0,0,1213,625.534698168111
"13688",0,0,0,0,1,3,1,1,1,0,264.065604822747
"13689",0,1,0,0,13,2,1,0,0,0,737.197253186285
"13690",0,1,0,0,13,2,1,0,0,0,737.197253186285
"13691",0,1,0,0,13,2,1,0,0,0,737.197253186285
"13692",1,1,0,0,NA,0,0,0,0,0,134.251449148921
"13693",1,1,0,0,NA,0,0,0,0,0,134.251449148921
"13694",0,1,0,1,NA,0,0,0,0,2108,713.927524456606
"13695",0,1,0,1,NA,0,0,0,0,1055,713.927524456606
"13696",0,1,0,0,4,3,1,1,1,900,1526.80203077738
"13697",0,1,0,0,4,3,1,1,1,1700,1526.80203077738
"13698",1,0,1,1,NA,0,0,0,0,0,133.884652706034
"13699",0,0,1,1,NA,0,0,0,0,875,446.846450277801
"13700",1,0,1,1,NA,0,0,0,0,0,269.399579304166
"13701",0,0,1,0,NA,0,0,0,0,1198,269.399579304166
"13702",0,0,1,0,NA,0,0,0,0,0,560.662566009429
"13703",0,1,0,1,NA,0,0,0,0,1412,779.648699441234
"13704",0,1,0,1,NA,0,0,0,0,1443,779.648699441234
"13705",0,0,1,1,NA,0,0,0,0,750,279.832667527148
"13706",0,0,1,0,NA,0,0,0,0,0,279.832667527148
"13707",0,1,0,1,15,2,1,1,0,836,229.91685336987
"13708",0,1,0,1,15,2,1,1,0,1673,229.91685336987
"13709",0,1,0,0,15,2,1,1,0,0,229.91685336987
"13710",0,1,0,0,15,2,1,1,0,80,229.91685336987
"13711",1,0,1,1,NA,0,0,0,0,0,184.816371720586
"13712",0,1,0,1,NA,0,0,0,0,2196,1143.80515284055
"13713",0,1,0,1,NA,0,0,0,0,58,1143.80515284055
"13714",1,1,0,1,NA,0,0,0,0,0,134.320742693288
"13715",1,1,0,1,NA,0,0,0,0,0,134.320742693288
"13716",1,0,1,1,NA,0,0,0,0,0,90.2786334464796
"13717",1,1,0,1,NA,0,0,0,0,0,153.053082521038
"13718",1,1,0,1,NA,0,0,0,0,0,153.053082521038
"13719",0,0,1,0,NA,0,0,0,0,0,341.22289014119
"13720",0,0,1,0,NA,0,0,0,0,0,341.22289014119
"13721",1,0,1,0,NA,0,0,0,0,0,341.22289014119
"13722",1,0,1,1,NA,0,0,0,0,0,492.196587153611
"13723",1,0,1,1,NA,0,0,0,0,761,416.041057405873
"13724",1,0,1,1,NA,0,0,0,0,1785,18.785538814836
"13725",1,1,0,1,NA,0,0,0,0,0,1123.82692333231
"13726",1,1,0,1,NA,0,0,0,0,1948,1123.82692333231
"13727",1,0,1,1,NA,0,0,0,0,1338,211.836327620904
"13728",1,0,1,1,NA,0,0,0,0,0,814.142381461934
"13729",0,0,1,0,NA,0,0,0,0,920,814.142381461934
"13730",1,1,0,1,NA,0,0,0,0,0,148.503295782407
"13731",1,1,0,1,NA,0,0,0,0,0,148.503295782407
"13732",1,1,0,0,NA,0,0,0,0,0,1808.49892275164
"13733",1,1,0,0,NA,0,0,0,0,0,1808.49892275164
"13734",1,1,0,1,NA,0,0,0,0,0,104.459759599371
"13735",1,1,0,1,NA,0,0,0,0,32,104.459759599371
"13736",1,1,0,0,NA,0,0,0,0,1376,541.568390975899
"13737",0,1,0,0,NA,0,0,0,0,180,541.568390975899
"13738",0,0,1,0,NA,0,0,0,0,1500,789.136250284823
"13739",0,1,0,1,NA,0,0,0,0,1154,43.7823942184691
"13740",0,1,0,1,NA,0,0,0,0,1291,43.7823942184691
"13741",0,0,1,0,NA,0,0,0,0,1672,277.769901303782
"13742",0,0,1,0,NA,0,0,0,0,1591,277.769901303782
"13743",1,1,0,1,NA,0,0,0,0,0,632.541868970562
"13744",1,1,0,1,NA,0,0,0,0,0,632.541868970562
"13745",0,1,0,1,14,2,1,0,0,0,238.128171930276
"13746",0,1,0,1,14,2,1,1,0,0,238.128171930276
"13747",0,1,0,0,14,2,1,1,0,0,238.128171930276
"13748",0,0,1,0,NA,0,0,0,0,850,238.128171930276
"13749",0,0,1,0,NA,0,0,0,0,900,238.128171930276
"13750",1,1,0,1,NA,0,0,0,0,10,164.214479205953
"13751",1,1,0,1,NA,0,0,0,0,0,164.214479205953
"13752",0,0,1,1,NA,0,0,0,0,1077,153.961148080662
"13753",0,0,1,0,NA,0,0,0,0,792,1279.09492653595
"13754",0,0,1,0,NA,0,0,0,0,870,1279.09492653595
"13755",0,0,1,0,NA,0,0,0,0,400,226.825809971119
"13756",0,0,1,0,NA,0,0,0,0,0,226.825809971119
"13757",0,1,0,1,19,2,1,1,0,20896,346.884685491911
"13758",0,1,0,1,19,2,1,1,0,0,346.884685491911
"13759",0,1,0,0,19,2,1,1,0,750,346.884685491911
"13760",0,1,0,0,19,2,1,1,0,862,346.884685491911
"13761",0,0,1,0,NA,0,0,0,0,1095,346.884685491911
"13762",0,0,0,0,15,2,1,1,0,0,157.094830751647
"13763",0,0,0,0,15,2,1,1,0,117,157.094830751647
"13764",0,0,0,0,15,2,1,1,0,0,157.094830751647
"13765",0,0,1,0,NA,0,0,0,0,63,157.094830751647
"13766",1,0,1,1,NA,0,0,0,0,0,157.094830751647
"13767",1,1,0,1,NA,0,0,0,0,0,1186.91753966102
"13768",1,1,0,1,NA,0,0,0,0,0,1186.91753966102
"13769",0,0,1,0,NA,0,0,0,0,0,1370.40726855824
"13770",0,1,0,0,NA,0,0,0,0,2494,1322.67079241352
"13771",0,1,0,0,NA,0,0,0,0,3913,1322.67079241352
"13772",0,1,0,0,NA,0,0,0,0,1480,739.811489444776
"13773",0,1,0,0,NA,0,0,0,0,499,739.811489444776
"13774",1,0,1,1,NA,0,0,0,0,0,739.811489444776
"13775",0,1,0,1,14,2,1,1,0,875,335.942002731027
"13776",0,1,0,1,14,2,1,1,0,1306,335.942002731027
"13777",0,1,0,0,14,2,1,1,0,0,335.942002731027
"13778",0,1,0,1,1,2,1,1,1,583,168.30127994289
"13779",0,1,0,1,1,2,1,1,1,1696,168.30127994289
"13780",0,0,1,1,NA,0,0,0,0,3357,743.445079651894
