"","over_60","partnered","living_alone","Home_owner","young_child","Numb_dep","Have_dep","Main_carer_dep","PPeligible","IWSSUCP8","SIHPSWT"
"6333",0,0,0,1,13,1,1,1,1,1705,64.7444151531896
"6334",0,0,1,0,NA,0,0,0,0,538,64.7444151531896
"6335",0,1,0,1,13,3,1,1,0,780,601.479555604904
"6336",1,1,0,0,13,3,1,1,0,0,601.479555604904
"6337",0,1,0,0,13,3,1,1,0,0,601.479555604904
"6338",0,1,0,0,13,3,1,1,0,0,601.479555604904
"6339",0,1,0,1,4,2,1,1,1,0,740.546270212631
"6340",0,1,0,1,4,2,1,1,1,0,740.546270212631
"6341",1,1,0,1,NA,0,0,0,0,0,919.945123992542
"6342",1,1,0,1,NA,0,0,0,0,0,919.945123992542
"6343",1,1,0,1,NA,0,0,0,0,0,218.622606244939
"6344",0,1,0,1,NA,0,0,0,0,1000,218.622606244939
"6345",0,0,1,0,NA,0,0,0,0,0,673.177631427897
"6346",0,1,0,1,10,3,1,1,0,500,1820.26590263013
"6347",0,1,0,1,10,3,1,1,0,12553,1820.26590263013
"6348",0,1,0,0,11,3,1,1,0,504,2207.67197965482
"6349",0,1,0,0,11,3,1,1,0,1453,2207.67197965482
"6350",0,1,0,0,11,3,1,1,0,0,2207.67197965482
"6351",0,0,1,0,NA,0,0,0,0,0,2207.67197965482
"6352",0,1,0,1,20,1,1,1,0,2400,1178.82158027271
"6353",0,1,0,1,20,1,1,1,0,2991,1178.82158027271
"6354",0,1,0,0,20,1,1,1,0,500,1178.82158027271
"6355",0,0,1,0,NA,0,0,0,0,700,1178.82158027271
"6356",0,1,0,1,0,2,1,1,1,2423,232.005615879978
"6357",0,1,0,1,0,2,1,1,1,1142,232.005615879978
"6358",1,1,0,0,NA,0,0,0,0,0,645.979638320247
"6359",1,1,0,0,NA,0,0,0,0,1080,645.979638320247
"6360",0,0,1,0,NA,0,0,0,0,0,1317.65544818505
"6361",1,1,0,1,NA,0,0,0,0,0,293.98018913493
"6362",1,1,0,1,NA,0,0,0,0,0,293.98018913493
"6363",0,1,0,1,0,2,1,1,1,0,205.024224548166
"6364",0,1,0,1,0,2,1,1,1,900,205.024224548166
"6365",0,1,0,0,NA,0,0,0,0,400,1377.71067477128
"6366",0,1,0,0,NA,0,0,0,0,450,1377.71067477128
"6367",0,1,0,1,7,2,1,1,0,767,800.989823999345
"6368",0,1,0,1,7,2,1,1,0,1876,800.989823999345
"6369",0,0,1,1,NA,0,0,0,0,600,46.6074781576122
"6370",1,0,1,1,NA,0,0,0,0,0,542.746517653543
"6371",1,1,0,1,NA,0,0,0,0,0,1347.73634252529
"6372",1,1,0,1,NA,0,0,0,0,1020,1347.73634252529
"6373",1,0,1,0,NA,0,0,0,0,0,730.062509910298
"6374",1,0,1,1,NA,0,0,0,0,4220,1023.58377580274
"6375",0,1,0,0,NA,0,0,0,0,1200,477.796229896168
"6376",0,1,0,0,NA,0,0,0,0,1629,477.796229896168
"6377",0,1,0,1,13,2,1,1,0,2261,922.273080838368
"6378",0,1,0,1,13,2,1,1,0,2324,922.273080838368
"6379",1,1,0,1,NA,0,0,0,0,900,192.825166848383
"6380",1,1,0,1,NA,0,0,0,0,0,192.825166848383
"6381",1,1,0,0,NA,0,0,0,0,0,1058.9883004241
"6382",1,1,0,0,NA,0,0,0,0,0,1058.9883004241
"6383",0,1,0,0,0,1,1,1,1,955,269.778355788574
"6384",0,1,0,0,0,1,1,1,1,992,269.778355788574
"6385",1,1,0,1,NA,0,0,0,0,2302,930.002938551028
"6386",1,1,0,1,NA,0,0,0,0,4603,930.002938551028
"6387",0,0,1,0,NA,0,0,0,0,0,930.002938551028
"6388",1,1,0,0,NA,0,0,0,0,0,930.002938551028
"6389",1,1,0,0,NA,0,0,0,0,0,930.002938551028
"6390",1,1,0,1,NA,0,0,0,0,0,1014.53987845143
"6391",1,1,0,1,NA,0,0,0,0,173,1014.53987845143
"6392",0,0,0,0,14,1,1,1,1,1354,122.540458208201
"6393",0,0,1,0,NA,0,0,0,0,913,122.540458208201
"6394",1,0,1,0,NA,0,0,0,0,0,122.540458208201
"6395",1,0,1,1,NA,0,0,0,0,873,1201.592902149
"6396",0,1,0,0,NA,0,0,0,0,0,1740.8316716576
"6397",0,1,0,0,NA,0,0,0,0,0,1740.8316716576
"6398",0,0,1,0,NA,0,0,0,0,600,1740.8316716576
"6399",0,0,1,0,NA,0,0,0,0,0,1740.8316716576
"6400",0,1,0,0,19,2,1,1,0,0,1459.49212370696
"6401",0,1,0,0,19,2,1,1,0,1122,1459.49212370696
"6402",0,1,0,0,19,2,1,1,0,700,1459.49212370696
"6403",0,1,0,0,19,2,1,1,0,490,1459.49212370696
"6404",0,0,1,0,NA,0,0,0,0,0,1459.49212370696
"6405",0,0,1,0,NA,0,0,0,0,420,1459.49212370696
"6406",0,0,1,0,NA,0,0,0,0,0,1163.58484993674
"6407",0,0,1,0,NA,0,0,0,0,0,1163.58484993674
"6408",0,0,1,1,NA,0,0,0,0,826,1115.08329836282
"6409",0,1,0,1,0,2,1,0,0,0,318.636144856682
"6410",0,1,0,1,0,2,1,0,0,0,318.636144856682
"6411",1,0,1,1,NA,0,0,0,0,0,85.4655374413346
"6412",0,1,0,1,NA,0,0,0,0,4097,2258.33495211291
"6413",0,1,0,1,NA,0,0,0,0,2512,2258.33495211291
"6414",0,0,1,0,NA,0,0,0,0,65,2258.33495211291
"6415",0,0,1,0,NA,0,0,0,0,0,2258.33495211291
"6416",1,1,0,1,NA,0,0,0,0,3562,1612.55831329967
"6417",0,1,0,1,NA,0,0,0,0,0,1612.55831329967
"6418",0,0,1,0,NA,0,0,0,0,0,1612.55831329967
"6419",1,0,1,1,NA,0,0,0,0,0,572.936611098927
"6420",1,0,1,1,NA,0,0,0,0,0,112.288026664632
"6421",0,0,1,0,NA,0,0,0,0,0,112.288026664632
"6422",1,0,1,1,NA,0,0,0,0,0,363.117074833199
"6423",0,1,0,1,NA,0,0,0,0,7355,743.999811706
"6424",0,1,0,1,NA,0,0,0,0,1142,743.999811706
"6425",0,1,0,0,16,3,1,1,0,1688,1680.84670271298
"6426",0,1,0,1,16,3,1,1,0,1454,1680.84670271298
"6427",0,1,0,0,16,3,1,1,0,400,1680.84670271298
"6428",0,1,0,0,16,3,1,1,0,525,1680.84670271298
"6429",0,1,0,0,16,3,1,1,0,0,1680.84670271298
"6430",0,0,1,1,NA,0,0,0,0,1251,843.227554220654
"6431",1,1,0,1,NA,0,0,0,0,0,674.039277644254
"6432",1,1,0,1,NA,0,0,0,0,0,674.039277644254
"6433",0,1,0,1,17,1,1,1,0,0,859.898817341268
"6434",0,1,0,1,17,1,1,1,0,0,859.898817341268
"6435",0,1,0,0,17,1,1,1,0,112,859.898817341268
"6436",0,0,0,0,5,1,1,1,1,2599,1119.8913947433
"6437",0,0,0,0,7,3,1,1,1,0,30.4919467228539
"6438",0,0,1,1,NA,0,0,0,0,916,311.812874988725
"6439",0,0,1,0,NA,0,0,0,0,476,311.812874988725
"6440",1,0,1,1,NA,0,0,0,0,0,769.997150023794
"6441",0,0,1,0,NA,0,0,0,0,0,769.997150023794
"6442",0,1,0,0,4,2,1,1,1,2398,274.936057642817
"6443",0,1,0,0,4,2,1,1,1,1409,274.936057642817
"6444",1,1,0,1,NA,0,0,0,0,682,176.744247352342
"6445",1,1,0,1,NA,0,0,0,0,875,176.744247352342
"6446",0,1,0,0,0,3,1,1,1,0,1389.0761255302
"6447",0,1,0,0,0,3,1,1,1,895,1389.0761255302
"6448",1,1,0,1,NA,0,0,0,0,0,365.153572270135
"6449",1,1,0,1,NA,0,0,0,0,0,365.153572270135
"6450",0,0,1,0,NA,0,0,0,0,1767,465.296633272989
"6451",0,0,1,0,NA,0,0,0,0,1855,465.296633272989
"6452",0,0,0,0,15,1,1,1,0,0,1270.31720816607
"6453",0,0,0,0,15,1,1,1,0,95,1270.31720816607
"6454",0,0,1,0,NA,0,0,0,0,343,1270.31720816607
"6455",0,0,1,0,NA,0,0,0,0,350,1270.31720816607
"6456",0,0,1,0,NA,0,0,0,0,350,1270.31720816607
"6457",0,1,0,1,9,2,1,1,0,1993,510.052757640939
"6458",0,1,0,1,9,2,1,1,0,1368,510.052757640939
"6459",0,1,0,0,8,3,1,1,0,0,307.36697782381
"6460",0,1,0,0,8,3,1,0,0,3929,307.36697782381
"6461",0,1,0,1,NA,0,0,0,0,0,218.71140765641
"6462",0,1,0,1,NA,0,0,0,0,1081,218.71140765641
"6463",0,0,1,1,NA,0,0,0,0,1645,606.593009475266
"6464",1,1,0,1,NA,0,0,0,0,300,722.364524682174
"6465",0,1,0,1,NA,0,0,0,0,0,722.364524682174
"6466",0,0,1,0,NA,0,0,0,0,0,722.364524682174
"6467",1,1,0,0,NA,0,0,0,0,0,1215.73453514417
"6468",0,1,0,0,NA,0,0,0,0,300,1215.73453514417
"6469",1,0,1,1,NA,0,0,0,0,0,1215.73453514417
"6470",0,1,0,0,NA,0,0,0,0,1050,1985.26863168722
"6471",0,1,0,0,NA,0,0,0,0,800,1985.26863168722
"6472",0,0,0,0,19,1,1,1,0,1346,134.173776181097
"6473",0,0,0,0,19,1,1,1,0,152,134.173776181097
"6474",0,1,0,1,12,1,1,1,0,959,951.08914948274
"6475",0,1,0,1,12,1,1,1,0,1145,951.08914948274
"6476",0,1,0,1,NA,0,0,0,0,0,157.529323215278
"6477",0,1,0,1,NA,0,0,0,0,1692,157.529323215278
"6478",1,0,1,0,NA,0,0,0,0,0,389.856316226173
"6479",1,0,1,0,NA,0,0,0,0,0,386.27630520368
"6480",1,1,0,1,NA,0,0,0,0,0,127.405928415125
"6481",1,1,0,1,NA,0,0,0,0,0,127.405928415125
"6482",1,0,1,1,NA,0,0,0,0,0,862.221914548926
"6483",1,1,0,1,NA,0,0,0,0,0,37.0856568958131
"6484",1,1,0,1,NA,0,0,0,0,0,37.0856568958131
"6485",0,1,0,1,12,2,1,1,0,125,397.763535854307
"6486",0,1,0,1,12,2,1,1,0,1595,397.763535854307
"6487",0,1,0,0,12,2,1,1,0,0,397.763535854307
"6488",1,0,1,1,NA,0,0,0,0,1425,101.327512019214
"6489",0,0,1,0,NA,0,0,0,0,0,66.2569426207578
"6490",0,0,1,0,NA,0,0,0,0,300,66.2569426207578
"6491",0,1,0,1,5,3,1,1,1,1929,694.867452786001
"6492",0,1,0,1,5,3,1,1,1,2832,694.867452786001
"6493",0,0,1,0,NA,0,0,0,0,0,22.855143125612
"6494",0,1,0,1,8,1,1,0,0,2207,678.763825342018
"6495",0,1,0,1,8,1,1,1,0,0,678.763825342018
"6496",0,1,0,0,NA,0,0,0,0,2471,31.7304962157303
"6497",0,1,0,0,NA,0,0,0,0,2000,31.7304962157303
"6498",0,1,0,1,NA,0,0,0,0,0,116.552611069504
"6499",0,1,0,1,NA,0,0,0,0,0,116.552611069504
"6500",0,0,0,0,4,3,1,1,1,0,122.208754716636
"6501",0,0,0,0,8,1,1,1,1,5059,402.424200646924
"6502",0,0,1,1,NA,0,0,0,0,1115,1304.46076961836
"6503",0,0,1,0,NA,0,0,0,0,1576,1304.46076961836
"6504",1,0,1,1,NA,0,0,0,0,0,685.369161409954
"6505",0,0,1,0,NA,0,0,0,0,1017,972.780091619305
"6506",1,1,0,0,NA,0,0,0,0,0,893.083726959843
"6507",1,1,0,0,NA,0,0,0,0,0,893.083726959843
"6508",0,0,1,1,NA,0,0,0,0,0,893.083726959843
"6509",1,0,1,0,NA,0,0,0,0,250,64.0900325915635
"6510",1,1,0,1,NA,0,0,0,0,0,675.168548341109
"6511",1,1,0,1,NA,0,0,0,0,0,675.168548341109
"6512",1,1,0,1,16,3,1,0,0,0,1133.49947074563
"6513",0,1,0,1,16,3,1,0,0,0,1133.49947074563
"6514",0,1,0,0,16,3,1,0,0,0,1133.49947074563
"6515",0,1,0,0,16,3,1,0,0,0,1133.49947074563
"6516",0,1,0,0,16,3,1,0,0,0,1133.49947074563
"6517",0,0,1,0,NA,0,0,0,0,0,2246.81234215339
"6518",0,0,1,0,NA,0,0,0,0,0,2246.81234215339
"6519",0,1,0,1,1,1,1,1,1,558,165.233371174713
"6520",0,1,0,1,1,1,1,1,1,1250,165.233371174713
"6521",0,1,0,1,3,4,1,1,1,900,58.7614402065019
"6522",0,1,0,1,3,4,1,1,1,650,58.7614402065019
"6523",0,1,0,0,NA,0,0,0,0,0,53.1730410703215
"6524",0,1,0,0,NA,0,0,0,0,1034,53.1730410703215
"6525",0,0,1,0,NA,0,0,0,0,179,53.1730410703215
"6526",1,1,0,1,NA,0,0,0,0,0,234.796836132207
"6527",1,1,0,1,NA,0,0,0,0,0,234.796836132207
"6528",1,0,1,0,NA,0,0,0,0,0,18.4052465711626
"6529",0,0,1,0,NA,0,0,0,0,0,585.164198952061
"6530",1,1,0,1,NA,0,0,0,0,1179,1095.00827211155
"6531",1,1,0,1,NA,0,0,0,0,3120,1095.00827211155
"6532",0,0,1,0,NA,0,0,0,0,980,1095.00827211155
"6533",0,0,1,0,NA,0,0,0,0,1550,1095.00827211155
"6534",1,1,0,0,NA,0,0,0,0,0,559.798905300667
"6535",1,1,0,0,NA,0,0,0,0,0,559.798905300667
"6536",1,0,1,0,NA,0,0,0,0,0,51.9104980582176
"6537",0,0,1,0,NA,0,0,0,0,2120,1701.88349864543
"6538",0,0,1,0,NA,0,0,0,0,1430,1701.88349864543
"6539",0,0,1,0,NA,0,0,0,0,1030,1701.88349864543
"6540",1,0,0,1,19,1,1,1,0,4575,574.090405054347
"6541",0,0,0,0,19,1,1,1,0,0,574.090405054347
"6542",0,0,1,0,NA,0,0,0,0,1619,574.090405054347
"6543",0,0,1,0,NA,0,0,0,0,0,574.090405054347
"6544",0,0,1,0,NA,0,0,0,0,1029,330.935682603832
"6545",0,1,0,1,11,2,1,0,0,904,909.876340154172
"6546",0,1,0,1,11,2,1,1,0,0,909.876340154172
"6547",0,0,1,0,NA,0,0,0,0,44,909.876340154172
"6548",0,0,0,1,13,2,1,1,1,1000,91.4744738583
"6549",0,0,0,0,13,2,1,1,1,0,91.4744738583
"6550",0,0,1,1,NA,0,0,0,0,2677,405.779590843671
"6551",0,1,0,1,NA,0,0,0,0,800,87.7384227860784
"6552",0,1,0,1,NA,0,0,0,0,3279,87.7384227860784
"6553",1,1,0,1,NA,0,0,0,0,0,136.932594319728
"6554",1,1,0,1,NA,0,0,0,0,0,136.932594319728
"6555",1,1,0,1,NA,0,0,0,0,0,568.722004032039
"6556",1,1,0,1,NA,0,0,0,0,0,568.722004032039
"6557",1,1,0,1,22,1,1,1,0,0,150.416568678488
"6558",0,1,0,1,22,1,1,1,0,0,150.416568678488
"6559",0,1,0,0,22,1,1,1,0,350,150.416568678488
"6560",0,0,1,0,NA,0,0,0,0,725,150.416568678488
"6561",1,1,0,1,NA,0,0,0,0,0,954.87537640542
"6562",1,1,0,1,NA,0,0,0,0,0,954.87537640542
"6563",1,0,1,0,NA,0,0,0,0,0,238.337872676333
"6564",1,1,0,1,NA,0,0,0,0,0,1140.5126756068
"6565",0,1,0,1,NA,0,0,0,0,1667,1140.5126756068
"6566",0,0,1,0,NA,0,0,0,0,582,1140.5126756068
"6567",0,0,1,0,NA,0,0,0,0,1317,1140.5126756068
"6568",1,0,1,1,NA,0,0,0,0,0,375.047084586195
"6569",1,1,0,1,NA,0,0,0,0,0,269.403183845647
"6570",1,1,0,1,NA,0,0,0,0,0,269.403183845647
"6571",0,1,0,0,3,1,1,1,1,0,1290.93884171257
"6572",0,1,0,0,3,1,1,0,0,1536,1290.93884171257
"6573",1,0,1,0,NA,0,0,0,0,0,490.989954659535
"6574",0,1,0,1,4,3,1,1,1,3642,732.512959425797
"6575",0,1,0,0,4,3,1,1,1,0,732.512959425797
"6576",0,1,0,0,4,3,1,1,1,0,732.512959425797
"6577",0,0,0,0,14,1,1,1,1,0,114.966861127939
"6578",0,0,1,1,NA,0,0,0,0,0,601.81512410182
"6579",1,0,1,1,NA,0,0,0,0,831,108.307659090729
"6580",1,0,1,1,NA,0,0,0,0,0,590.038801055678
"6581",0,1,0,1,11,2,1,1,0,0,190.912559633651
"6582",0,1,0,1,11,2,1,1,0,1611,190.912559633651
"6583",0,0,0,1,14,1,1,1,1,4419,883.135646219326
"6584",0,1,0,1,15,1,1,1,0,117,701.73691164439
"6585",0,1,0,1,15,1,1,1,0,959,701.73691164439
"6586",0,1,0,0,15,1,1,1,0,0,701.73691164439
"6587",1,0,1,1,NA,0,0,0,0,0,1225.47640250867
"6588",0,0,1,0,NA,0,0,0,0,1468,1225.47640250867
"6589",0,1,0,1,0,1,1,1,1,1935,678.173948772762
"6590",0,1,0,1,0,1,1,1,1,2667,678.173948772762
"6591",1,0,1,1,NA,0,0,0,0,0,230.837294868658
"6592",0,0,1,0,NA,0,0,0,0,0,230.837294868658
"6593",1,0,1,1,NA,0,0,0,0,0,633.229872292368
"6594",0,0,1,0,NA,0,0,0,0,1800,633.229872292368
"6595",1,1,0,1,NA,0,0,0,0,1582,621.337730573789
"6596",1,1,0,1,NA,0,0,0,0,0,621.337730573789
"6597",0,1,0,1,NA,0,0,0,0,0,726.217095403068
"6598",0,1,0,1,NA,0,0,0,0,1500,726.217095403068
"6599",0,1,0,1,14,2,1,1,0,2179,149.331858147596
"6600",0,1,0,1,14,2,1,1,0,2302,149.331858147596
"6601",0,1,0,0,14,2,1,1,0,0,149.331858147596
"6602",1,1,0,0,NA,0,0,0,0,0,1246.59099958009
"6603",1,1,0,1,NA,0,0,0,0,0,1246.59099958009
"6604",0,0,1,0,NA,0,0,0,0,963,1246.59099958009
"6605",0,0,0,0,13,1,1,1,1,0,141.563220493902
"6606",0,0,1,0,NA,0,0,0,0,1190,141.563220493902
"6607",0,0,0,1,8,1,1,1,1,0,179.468162948123
"6608",1,1,0,0,NA,0,0,0,0,0,977.04006200171
"6609",1,1,0,0,NA,0,0,0,0,0,977.04006200171
"6610",1,1,0,0,NA,0,0,0,0,0,319.636705934653
"6611",1,1,0,0,NA,0,0,0,0,0,319.636705934653
"6612",0,0,1,1,NA,0,0,0,0,0,395.268702714373
"6613",0,0,1,0,NA,0,0,0,0,1100,395.268702714373
"6614",0,0,1,0,NA,0,0,0,0,933,795.360869978181
"6615",1,0,1,1,NA,0,0,0,0,0,87.7622794453304
"6616",1,0,1,0,NA,0,0,0,0,0,87.7622794453304
"6617",1,0,1,1,NA,0,0,0,0,0,482.032657172364
"6618",0,0,1,1,NA,0,0,0,0,2075,178.499487396706
"6619",0,1,0,1,19,1,1,1,0,1797,394.265597204433
"6620",0,1,0,1,19,1,1,1,0,1055,394.265597204433
"6621",0,1,0,0,19,1,1,1,0,362,394.265597204433
"6622",1,0,1,1,NA,0,0,0,0,0,610.463356475133
"6623",0,1,0,0,0,1,1,1,1,2500,543.824621139091
"6624",0,1,0,0,0,1,1,1,1,1250,543.824621139091
"6625",1,1,0,1,NA,0,0,0,0,0,1079.9877202582
"6626",0,1,0,1,NA,0,0,0,0,1927,1079.9877202582
"6627",1,1,0,1,NA,0,0,0,0,0,357.933686118578
"6628",1,1,0,1,NA,0,0,0,0,0,357.933686118578
"6629",1,0,1,1,NA,0,0,0,0,0,824.148377031208
"6630",0,1,0,1,NA,0,0,0,0,2210,68.6391027595157
"6631",0,1,0,1,NA,0,0,0,0,0,68.6391027595157
"6632",0,1,0,1,0,2,1,1,1,3249,425.818363439674
"6633",0,1,0,1,0,2,1,1,1,0,425.818363439674
"6634",0,1,0,1,NA,0,0,0,0,1492,55.7665841557271
"6635",0,1,0,1,NA,0,0,0,0,2129,55.7665841557271
"6636",1,1,0,1,NA,0,0,0,0,0,305.344051403484
"6637",1,1,0,1,NA,0,0,0,0,1281,305.344051403484
"6638",1,0,1,0,NA,0,0,0,0,0,1270.14124026623
"6639",1,0,1,0,NA,0,0,0,0,0,1270.14124026623
"6640",0,0,1,0,NA,0,0,0,0,100,1270.14124026623
"6641",0,1,0,1,NA,0,0,0,0,0,668.512530795115
"6642",0,1,0,1,NA,0,0,0,0,1023,668.512530795115
"6643",0,0,1,0,NA,0,0,0,0,1764,668.512530795115
"6644",0,1,0,1,2,3,1,1,1,500,1945.19308007232
"6645",0,1,0,1,2,3,1,1,1,2251,1945.19308007232
"6646",0,1,0,1,15,1,1,1,0,1507,330.798318779032
"6647",0,1,0,1,15,1,1,1,0,936,330.798318779032
"6648",0,1,0,0,15,1,1,1,0,0,330.798318779032
"6649",0,0,1,0,NA,0,0,0,0,1067,330.798318779032
"6650",0,1,0,1,10,2,1,1,0,0,695.676401797108
"6651",0,1,0,1,10,2,1,1,0,2181,695.676401797108
"6652",1,1,0,1,NA,0,0,0,0,0,480.042575688209
"6653",1,1,0,1,NA,0,0,0,0,0,480.042575688209
"6654",1,1,0,1,NA,0,0,0,0,0,1009.73826235842
"6655",1,1,0,1,NA,0,0,0,0,0,1009.73826235842
"6656",0,0,1,1,NA,0,0,0,0,842,145.250686682169
"6657",1,1,0,1,NA,0,0,0,0,0,354.937077913167
"6658",1,1,0,1,NA,0,0,0,0,0,354.937077913167
"6659",0,1,0,1,NA,0,0,0,0,2045,324.748311018795
"6660",0,1,0,1,NA,0,0,0,0,2048,324.748311018795
"6661",0,0,1,0,NA,0,0,0,0,0,324.748311018795
"6662",0,0,1,0,NA,0,0,0,0,755,211.246499862588
"6663",0,0,1,0,NA,0,0,0,0,850,211.246499862588
"6664",0,0,1,1,NA,0,0,0,0,1726,533.621041312048
"6665",0,0,1,0,NA,0,0,0,0,1750,1494.7089386091
"6666",0,0,1,0,NA,0,0,0,0,15,1494.7089386091
"6667",0,0,1,0,NA,0,0,0,0,0,1494.7089386091
"6668",0,0,1,0,NA,0,0,0,0,0,1494.7089386091
"6669",0,0,0,0,10,1,1,1,1,430,1037.89621763825
"6670",1,0,1,0,NA,0,0,0,0,0,1037.89621763825
"6671",0,0,1,0,NA,0,0,0,0,1764,1037.89621763825
"6672",0,1,0,1,NA,0,0,0,0,1343,889.557839582095
"6673",0,1,0,1,NA,0,0,0,0,1500,889.557839582095
"6674",1,0,1,1,NA,0,0,0,0,0,202.855907821646
"6675",1,1,0,0,NA,0,0,0,0,0,259.890179796517
"6676",1,1,0,0,NA,0,0,0,0,0,259.890179796517
"6677",0,0,1,0,NA,0,0,0,0,1690,974.250650350369
"6678",0,0,1,0,NA,0,0,0,0,0,944.707444904698
"6679",0,1,0,1,NA,0,0,0,0,5124,247.981909329303
"6680",0,1,0,1,NA,0,0,0,0,1000,247.981909329303
"6681",1,0,1,1,NA,0,0,0,0,0,1038.57609138978
"6682",0,0,1,0,NA,0,0,0,0,0,1038.57609138978
"6683",0,0,1,0,NA,0,0,0,0,800,1082.54989154354
"6684",1,0,1,0,NA,0,0,0,0,0,163.588066865907
"6685",0,1,0,0,NA,0,0,0,0,889,1191.63278997172
"6686",0,1,0,0,NA,0,0,0,0,0,1191.63278997172
"6687",0,1,0,1,NA,0,0,0,0,1700,46.8021398634346
"6688",0,1,0,1,NA,0,0,0,0,2200,46.8021398634346
"6689",1,1,0,1,NA,0,0,0,0,50,1336.8636578563
"6690",1,1,0,1,NA,0,0,0,0,0,1336.8636578563
"6691",0,1,0,1,NA,0,0,0,0,2927,1085.67314678349
"6692",0,1,0,1,NA,0,0,0,0,1343,1085.67314678349
"6693",0,0,1,1,NA,0,0,0,0,850,349.897853155819
"6694",0,0,1,0,NA,0,0,0,0,1019,349.897853155819
"6695",0,1,0,1,6,3,1,1,1,1707,1371.44395467786
"6696",0,1,0,1,6,3,1,1,1,875,1371.44395467786
"6697",0,1,0,0,6,3,1,1,1,0,1371.44395467786
"6698",0,1,0,0,6,3,1,1,1,0,1371.44395467786
"6699",0,1,0,0,NA,0,0,0,0,1900,60.2754254509328
"6700",0,1,0,0,NA,0,0,0,0,3192,60.2754254509328
"6701",0,1,0,1,2,3,1,1,1,715,246.856412338181
"6702",0,1,0,1,2,3,1,1,1,1322,246.856412338181
"6703",0,1,0,0,2,3,1,1,1,119,246.856412338181
"6704",0,1,0,0,NA,0,0,0,0,0,1287.57477508975
"6705",0,1,0,0,NA,0,0,0,0,550,1287.57477508975
"6706",0,0,1,0,NA,0,0,0,0,422,227.662858768872
"6707",1,0,1,0,NA,0,0,0,0,0,800.0234855773
"6708",1,1,0,1,NA,0,0,0,0,0,352.465880465472
"6709",1,1,0,1,NA,0,0,0,0,0,352.465880465472
"6710",0,1,0,0,NA,0,0,0,0,0,150.675647058085
"6711",0,1,0,0,NA,0,0,0,0,1200,150.675647058085
"6712",0,1,0,0,19,1,1,1,0,800,1679.2712682234
"6713",0,1,0,1,19,1,1,1,0,1904,1679.2712682234
"6714",0,1,0,0,19,1,1,1,0,0,1679.2712682234
"6715",0,0,1,0,NA,0,0,0,0,0,1679.2712682234
"6716",1,0,1,1,NA,0,0,0,0,0,49.8642637093385
"6717",1,0,1,1,NA,0,0,0,0,300,1093.93105800612
"6718",1,0,1,1,NA,0,0,0,0,0,1227.64914527081
"6719",0,0,0,1,1,2,1,1,1,0,46.412941814464
"6720",0,1,0,0,7,4,1,1,0,2816,12.174358974359
"6721",0,1,0,0,7,4,1,1,0,1481,12.174358974359
"6722",0,1,0,1,NA,0,0,0,0,1534,11.3076923076923
"6723",1,1,0,1,NA,0,0,0,0,900,11.3076923076923
"6724",0,0,1,0,NA,0,0,0,0,0,11.3076923076923
"6725",0,0,1,0,NA,0,0,0,0,0,11.3076923076923
"6726",0,1,0,1,22,1,1,1,0,0,1147.9296397294
"6727",0,1,0,1,22,1,1,1,0,0,1147.9296397294
"6728",0,1,0,0,22,1,1,1,0,0,1147.9296397294
"6729",0,0,1,0,NA,0,0,0,0,0,1147.9296397294
"6730",1,0,1,1,NA,0,0,0,0,0,756.132385495236
"6731",1,0,1,0,NA,0,0,0,0,0,63.2063462643468
"6732",1,1,0,1,NA,0,0,0,0,0,279.72629252941
"6733",1,1,0,1,NA,0,0,0,0,0,279.72629252941
"6734",0,1,0,0,6,1,1,1,1,0,204.320217378874
"6735",0,1,0,0,6,1,1,1,1,800,204.320217378874
"6736",1,0,1,1,NA,0,0,0,0,0,451.911357533633
"6737",1,0,1,1,NA,0,0,0,0,0,579.917011867142
"6738",0,0,1,0,NA,0,0,0,0,900,579.917011867142
"6739",0,1,0,0,0,2,1,1,1,2616,273.493421239931
"6740",0,1,0,0,0,2,1,1,1,577,273.493421239931
"6741",0,0,1,0,NA,0,0,0,0,1335,1212.30671792586
"6742",0,0,1,0,NA,0,0,0,0,1325,1212.30671792586
"6743",1,0,1,0,NA,0,0,0,0,0,1221.77495184345
"6744",0,0,1,0,NA,0,0,0,0,0,1221.77495184345
"6745",1,1,0,1,NA,0,0,0,0,501,561.107630640393
"6746",1,1,0,1,NA,0,0,0,0,0,561.107630640393
"6747",0,1,0,0,19,1,1,1,0,0,876.009932201853
"6748",0,1,0,0,19,1,1,1,0,480,876.009932201853
"6749",0,1,0,0,19,1,1,1,0,1034,876.009932201853
"6750",0,0,0,0,13,1,1,1,1,1055,2176.8025303119
"6751",0,0,0,0,18,1,1,1,0,291,840.192919747138
"6752",0,0,0,0,18,1,1,1,0,1087,840.192919747138
"6753",1,1,0,1,NA,0,0,0,0,0,252.52938535818
"6754",1,1,0,1,NA,0,0,0,0,0,252.52938535818
"6755",1,0,1,1,NA,0,0,0,0,0,1059.17351760878
"6756",1,1,0,1,NA,0,0,0,0,0,436.273915716073
"6757",1,1,0,1,NA,0,0,0,0,0,436.273915716073
"6758",1,1,0,1,NA,0,0,0,0,2154,1080.33165272201
"6759",1,1,0,1,NA,0,0,0,0,1100,1080.33165272201
"6760",0,0,1,0,NA,0,0,0,0,100,1080.33165272201
"6761",0,0,0,0,13,2,1,1,1,0,701.964640405518
"6762",0,0,0,0,13,2,1,1,1,0,701.964640405518
