"AGEEC","wage","over_60","partnered","living_alone","Have_dep","Home_owner","HECSDebt","young_child","partner_earnings","Numb_dep","Rent","Main_carer_dep","PPeligible","child_ages","hours","TotalGovtPay_Stated","DispInc_Stated","EmployeeInc_Stated","AgedPen_Stated","FTB_Stated","PP_Stated","CRA_Stated","JSP_Stated","JSP_SIH_Modelled","FTB_SIH_Modelled","PP_SIH_Modelled","AgedPen_SIH_Modelled","CRA_SIH_Modelled","net_income","income_tax","work_income","JSP","PP_Pay","RA","ES","taxable_benefit","gross_income","gross_fam_income","net_fam_a_income","net_fam_b_income","HECS_payment"
59,0,0,1,0,0,0,0,NA,4,0,0,0,0,"",32,0,-5,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,250.926923076923,0,0,0
57,0,0,1,0,0,0,0,NA,-5,0,0,0,0,"",20,0,4,0,0,0,0,0,0,0,0,0,0,0,255.375,0,0,250.85,0,0,3.95,250.85,250.85,250.753846153846,0,0.575,0
23,21.6216216216216,0,0,1,0,0,5000,NA,0,0,0,0,0,"",37,0,715.64,800,0,0,0,0,0,0,0,0,0,0,712.076923076923,87.9230769230769,800,0,0,0,0,0,800,800,0,0,0
39,0,0,0,1,0,0,0,NA,0,0,230,0,0,"",0,311,349,0,0,0,0,85,226,291.85,0,0,0,40.35,322.6,0,0,277.85,0,40.35,4.4,277.85,277.85,277.85,0,0,0
23,23.775,0,1,0,0,0,0,NA,2569,0,600,0,0,"",40,0,825.62,951,0,0,0,0,0,0,0,0,0,0,805.167692307692,145.832307692308,951,0,0,0,0,0,951,1000.40384615385,0,0,0
24,53.5208333333333,0,1,0,0,0,0,NA,951,0,600,0,0,"",48,0,1853.78,2569,0,0,0,0,0,0,0,0,0,0,1858.91230769231,710.087692307692,2569,0,0,0,0,0,2569,2587.28846153846,0,0,0
59,32.2777777777778,0,1,0,0,1,0,NA,134,0,NA,0,0,"",36,0,796.84,1162,0,0,0,0,0,0,0,0,0,0,946.907692307692,215.092307692308,1162,0,0,0,0,0,1162,1164.57692307692,0,0,0
61,0,1,1,0,0,1,0,NA,889.54,0,NA,0,0,"",40,0,134,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,267.956538461538,0,0,0
43,52.6315789473684,0,1,0,1,1,0,2,3800,2,NA,1,1,"2,4",38,0,1511.61,2000,0,0,0,0,0,0,0,0,0,0,1500.44230769231,499.557692307692,2000,0,0,0,0,0,2000,2073.07692307692,0,0,0
46,95,0,1,0,1,1,0,2,2000,2,NA,1,1,"2,4",40,0,3013.77,3800,0,0,0,0,0,0,0,0,0,0,2607.36538461538,1192.63461538462,3800,0,0,0,0,0,3800,3838.46153846154,0,0,0
50,19.1833333333333,0,0,1,0,0,0,NA,0,0,300,0,0,"",60,0,1335.08,1151,0,0,0,0,0,0,0,0,0,0,939.482692307692,211.517307692308,1151,0,0,0,0,0,1151,1151,0,0,0
18,0,0,0,1,0,0,0,NA,0,0,0,0,0,"",16,0,77,0,0,0,0,0,0,0,0,0,0,0,282.25,0,0,277.85,0,0,4.4,277.85,277.85,277.85,0,0,0
48,65.7894736842105,0,1,0,1,1,0,16,1682.42,3,NA,1,0,"",38,0,1851.47,2500,0,0,0,0,0,0,0,0,0,0,1815.44230769231,684.557692307692,2500,0,0,0,0,0,2500,2532.35423076923,0,0,0
45,64.1666666666667,0,1,0,1,1,0,16,2642.42,3,NA,1,0,"",24,0,1216.4,1540,0,0,0,0,0,0,0,0,0,0,1202.05769230769,337.942307692308,1540,0,0,0,0,0,1540,1590.81576923077,0,0,0
21,0,0,1,0,1,0,28000,16,4169,3,0,1,0,"",0,0,13.42,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,331.023076923077,0,0,0
19,32.25,0,1,0,1,0,18000,16,4053.42,3,0,1,0,"",4,0,129,129,0,0,0,0,0,0,0,0,0,0,345.1,0,129,212.15,0,0,3.95,212.15,341.15,419.100384615385,0,0,0
16,0,0,1,0,1,0,0,16,4182.42,3,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,331.281153846154,0,0,0
56,22.3833333333333,0,1,0,0,0,0,NA,134.71,0,1480,0,0,"",60,0,2263.64,1343,0,0,0,0,0,0,0,0,0,0,1069.08269230769,273.917307692308,1343,0,0,0,0,0,1343,1345.59057692308,0,0,0
54,16.6666666666667,0,1,0,0,0,0,NA,3258.24,0,1480,0,0,"",60,0,134.71,1000,0,0,0,0,0,0,0,0,0,0,837.557692307692,162.442307692308,1000,0,0,0,0,0,1000,1062.65846153846,0,0,0
50,42.9166666666667,0,1,0,0,1,0,NA,630,0,NA,0,0,"",24,0,940.92,1030,0,0,0,0,0,0,0,0,0,0,857.807692307692,172.192307692308,1030,0,0,0,0,0,1030,1042.11538461538,0,0,0
58,0,0,1,0,0,1,0,NA,1068,0,NA,0,0,"",30,0,579.54,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,271.388461538462,0,0,0
48,32.9777777777778,0,1,0,0,1,0,NA,1045,0,NA,0,0,"",45,0,1201.93,1484,0,0,0,0,0,0,0,0,0,0,1164.25769230769,319.742307692308,1484,0,0,0,0,0,1484,1504.09615384615,0,0,0
48,26.5789473684211,0,1,0,0,1,0,NA,1519,0,NA,0,0,"",38,0,888.03,1010,0,0,0,0,0,0,0,0,0,0,844.307692307692,165.692307692308,1010,0,0,0,0,0,1010,1039.21153846154,0,0,0
23,21.575,0,0,1,0,0,0,NA,0,0,0,0,0,"",40,0,765.12,863,0,0,0,0,0,0,0,0,0,0,751.451923076923,111.548076923077,863,0,0,0,0,0,863,863,0,0,0
48,0,0,0,1,0,1,0,NA,0,0,NA,0,0,"",0,0,1189.55,1500,0,0,0,0,0,0,0,0,0,0,282.25,0,0,277.85,0,0,4.4,277.85,277.85,277.85,0,0,0
40,28.3030303030303,0,1,0,1,0,0,2,0,4,1340,0,0,"2,4,7",33,784.44,1615.48,934,0,699.44,0,85,0,0,543.84,0,0,91,794.797692307692,139.202307692308,934,0,0,0,0,0,934,934,0,0,0
42,0,0,1,0,1,0,0,2,934,4,1340,1,1,"2,4,7",0,274.81,274.81,0,0,0,0,0,0,0,0,0,0,0,762.34125,0,0,0,250.85,91.00125,3.95,250.85,250.85,268.811538461538,296.94,119.6,0
15,0,0,1,0,1,0,0,2,934,4,1340,1,1,"2,4,7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,762.34125,0,0,0,250.85,91.00125,3.95,250.85,250.85,268.811538461538,296.94,119.6,0
53,39.58,0,1,0,1,0,0,18,0,2,0,0,0,"",50,0,1499.01,1979,0,0,0,0,0,0,20.26,0,0,0,1487.21230769231,491.787692307692,1979,0,0,0,0,0,1979,1979,0,0,0
52,0,0,1,0,1,0,0,18,1979,2,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,288.907692307692,0,0,0
22,0,0,1,0,1,0,30000,18,1979,2,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,288.907692307692,0,0,0
18,0,0,1,0,1,0,0,18,1979,2,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,288.907692307692,0,0,0
26,22.5,0,0,1,0,0,10000,NA,0,0,200,0,0,"",40,0,788.47,900,0,0,0,0,0,0,0,0,0,0,765.057692307692,125.942307692308,900,0,0,0,0,0,900,900,0,0,9
36,30.21875,0,0,0,1,0,0,6,0,2,350,1,1,"6",32,353,1225.63,967,0,328,0,25,0,0,320.04,0,0,71.03,1051.64659615385,162.114057692308,967,0,31.99,70.8225,4.75,31.99,998.99,998.99,80.4681538461539,58.73,0
17,0,0,0,0,1,0,0,6,967,2,350,1,1,"6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,609.4325,0,0,0,376.15,70.8225,4.75,376.15,376.15,394.746153846154,98.98,58.73,0
32,28,0,0,1,0,0,0,NA,0,0,350,0,0,"",18,0,489.26,504,0,0,0,0,0,0,0,0,0,0,580.397288461538,20.3014615384615,504,23.7,0,68.59875,4.4,23.7,527.7,527.7,0,0,0
54,230.9,0,1,0,0,1,0,NA,7523,0,NA,0,0,"",30,0,7441.77,6927,0,0,0,0,0,0,0,0,0,0,4327.21538461539,2599.78461538462,6927,0,0,0,0,0,6927,7071.67307692308,0,0,0
55,167.177777777778,0,1,0,0,1,0,NA,12680,0,NA,0,0,"",45,0,4678.95,7523,0,0,0,0,0,0,0,0,0,0,4655.01538461538,2867.98461538462,7523,0,0,0,0,0,7523,7766.84615384615,0,0,0
40,0,0,0,0,1,0,0,1,0,3,400,1,1,"1,2,8",0,761.9,786.9,0,0,348,396,0,0,0,423.71,376.15,0,0,994.6325,0,0,0,376.15,89.7825,4.75,376.15,376.15,376.15,296.94,227.01,0
43,0,0,1,0,1,0,0,13,0,2,590,0,0,"13",0,345.5,345.5,0,0,0,0,80.5,265,264.85,0,0,0,0,335.36875,0,0,250.85,0,80.56875,3.95,250.85,250.85,250.85,0,0,0
37,0,0,1,0,1,0,0,13,0,2,590,0,0,"13",0,511,511,0,0,242,0,0,265,250.85,318.92,0,0,80.57,335.36875,0,0,250.85,0,80.56875,3.95,250.85,250.85,250.85,0,0,0
15,0,0,1,0,1,0,0,13,0,2,590,0,0,"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,335.36875,0,0,250.85,0,80.56875,3.95,250.85,250.85,250.85,0,0,0
39,32.1428571428571,0,1,0,1,0,0,4,6495,3,0,1,1,"4,10,12",28,0,899.76,900,0,0,0,0,0,0,0,0,0,0,1049.51596153846,125.942307692308,900,0,0,0,3.95,0,900,1024.90384615385,271.508269230769,0,0
48,28.3333333333333,0,1,0,1,0,12000,4,1089.48,3,0,1,1,"4,10,12",60,0,3935.67,1700,0,0,0,0,0,0,0,0,0,0,1315.87710384615,389.942307692308,1700,0,0,0,3.95,0,1700,1720.95153846154,103.869411538461,0,102
59,0,0,0,1,0,0,0,NA,0,0,2394,0,0,"",0,0,904.33,0,0,0,0,0,0,0,0,0,0,0,350.84875,0,0,277.85,0,68.59875,4.4,277.85,277.85,277.85,0,0,0
58,46.875,0,0,1,0,1,0,NA,0,0,NA,0,0,"",16,0,1053.56,750,0,0,0,0,0,0,0,0,0,0,680.826923076923,69.1730769230769,750,0,0,0,0,0,750,750,0,0,0
19,0,0,0,1,0,0,1000,NA,0,0,0,0,0,"",0,0,46,0,0,0,0,0,0,0,0,0,0,0,282.25,0,0,277.85,0,0,4.4,277.85,277.85,277.85,0,0,0
47,26.9677419354839,0,1,0,1,1,0,15,1753,2,NA,1,0,"",31,0,758.02,836,0,0,0,0,0,0,0,0,0,0,734.576923076923,101.423076923077,836,0,0,0,0,0,836,869.711538461538,0,0,0
58,45.2162162162162,0,1,0,1,1,0,15,924.12,2,NA,1,0,"",37,0,1399.39,1673,0,0,0,0,0,0,0,0,0,0,1291.83269230769,381.167307692308,1673,0,0,0,0,0,1673,1690.77153846154,0,0,0
18,0,0,1,0,1,0,4000,15,2597.12,2,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,300.794615384615,0,0,0
15,13.3333333333333,0,1,0,1,0,0,15,2517.12,2,0,1,0,"",6,0,80,80,0,0,0,0,0,0,0,0,0,0,320.8,0,80,236.85,0,0,3.95,236.85,316.85,365.256153846154,0,0,0
34,20.8421052631579,0,0,1,0,0,0,NA,0,0,280,0,0,"",38,0,720.61,792,0,0,0,0,0,0,0,0,0,0,707.076923076923,84.9230769230769,792,0,0,0,0,0,792,792,0,0,0
39,22.8947368421053,0,0,1,0,0,0,NA,0,0,280,0,0,"",38,0,766.62,870,0,0,0,0,0,0,0,0,0,0,755.757692307692,114.242307692308,870,0,0,0,0,0,870,870,0,0,0
42,46.6666666666667,0,1,0,1,1,0,3,653,2,NA,1,1,"3,8",45,0,1572.74,2100,0,0,0,0,0,0,0,0,0,0,1563.44230769231,536.557692307692,2100,0,0,0,0,0,2100,2112.55769230769,0,0,0
39,10.8166666666667,0,1,0,1,1,0,3,2102,2,NA,1,1,"3,8",60,0,602.01,649,0,0,0,0,0,0,0,0,0,0,807.561538461539,43.3484615384615,649,0,0,0,3.95,0,649,689.423076923077,197.96,0,0
26,0,0,0,1,0,0,0,NA,0,0,880,0,0,"",0,0,1163.6,0,0,0,0,0,0,0,0,0,0,0,350.84875,0,0,277.85,0,68.59875,4.4,277.85,277.85,277.85,0,0,0
29,37.3030303030303,0,1,0,0,1,17000,NA,0,0,NA,0,0,"",33,0,1017.11,1231,0,0,0,0,0,0,0,0,0,0,950.397692307692,237.517307692308,1231,0,0,0,0,0,1231,1231,0,0,43.085
35,0,0,1,0,0,1,0,NA,1231,0,NA,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,274.523076923077,0,0,0
60,0,1,0,1,0,0,0,NA,0,0,0,0,0,"",20,0,780.14,0,0,0,0,0,0,0,0,0,0,0,282.6,0,0,277.85,0,0,4.75,277.85,277.85,277.85,0,0,0
19,22.5,0,0,1,0,0,0,NA,0,0,240,0,0,"",30,0,642.63,675,0,0,0,0,0,0,0,0,0,0,626.711538461538,48.2884615384615,675,0,0,0,0,0,675,675,0,0,0
20,25.3684210526316,0,0,1,0,0,0,NA,0,0,240,0,0,"",38,0,874.51,964,0,0,0,0,0,0,0,0,0,0,813.257692307692,150.742307692308,964,0,0,0,0,0,964,964,0,0,0
22,26.6666666666667,0,1,0,0,0,14541,NA,470,0,890,0,0,"",30,0,715.64,800,0,0,0,0,0,0,0,0,0,0,712.076923076923,87.9230769230769,800,0,0,0,0,0,800,809.038461538462,0,0,0
23,26.1111111111111,0,1,0,0,0,0,NA,800,0,890,0,0,"",18,0,463.56,470,0,0,0,0,0,0,0,0,0,0,561.203288461538,10.7729615384615,470,7.55000000000001,0,90.47625,3.95,7.55000000000001,477.55,492.934615384615,0,0,0
31,31.8108108108108,0,1,0,1,0,0,8,309,1,560,1,0,"8",37,0,987.39,1177,0,0,0,0,0,0,0,0,0,0,1101.94586538462,219.967307692308,1177,0,0,80.56875,3.95,0,1177,1182.94230769231,37.1994230769231,23.195,0
33,0,0,1,0,1,0,0,8,1196,1,560,1,0,"8",20,0,309,0,0,0,0,0,0,0,104.44,0,0,29.79,434.34875,0,0,250.85,0,80.56875,3.95,250.85,250.85,273.85,98.98,0,0
49,0,0,0,0,1,0,0,14,0,1,700,1,0,"14",0,195.5,214.5,0,0,150.5,0,42.5,0,0,212.24,0,0,80.57,573.11875,0,0,300.55,0,80.35875,4.75,300.55,300.55,300.55,128.73,58.73,0
42,40.0217391304348,0,1,0,1,1,0,11,750,2,NA,1,0,"11,13",46,0,1393.32,1841,0,0,0,0,0,0,0,0,0,0,1400.27230769231,440.727692307692,1841,0,0,0,0,0,1841,1855.42307692308,0,0,0
42,30,0,1,0,1,1,0,11,1803,2,NA,1,0,"11,13",25,0,679.22,750,0,0,0,0,0,0,0,0,0,0,912.486923076923,69.1730769230769,750,0,0,0,3.95,0,750,784.673076923077,227.71,0,0
63,0,1,1,0,0,1,0,NA,174.61,0,NA,0,0,"",0,0,2,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,254.207884615385,0,0,0
38,0,0,1,0,1,0,10000,9,0,3,606,0,0,"9,13",0,121.51,121.51,0,0,31,0,0,0,0,455.84,0,0,91,345.80125,0,0,250.85,0,91.00125,3.95,250.85,250.85,250.85,0,0,0
39,0,0,1,0,1,0,0,9,0,3,606,0,0,"9,13",40,0,0,0,0,0,0,0,0,0,0,0,0,0,345.80125,0,0,250.85,0,91.00125,3.95,250.85,250.85,250.85,0,0,0
15,0,0,1,0,1,0,0,9,0,3,606,0,0,"9,13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.80125,0,0,250.85,0,91.00125,3.95,250.85,250.85,250.85,0,0,0
49,93.3,0,1,0,1,1,0,11,6,2,NA,1,0,"11",40,0,2347.65,3732,0,0,0,0,0,0,0,0,0,0,2569.96538461538,1162.03461538462,3732,0,0,0,0,0,3732,3732.11538461538,0,0,0
41,0,0,1,0,1,1,0,11,3354,2,NA,1,0,"11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.78,0,0,250.85,0,0,3.95,250.85,250.85,315.35,98.98,0,0
15,0,0,1,0,1,0,0,11,3348,2,0,1,0,"11",0,0,6,0,0,0,0,0,0,0,0,0,0,0,353.78,0,0,250.85,0,0,3.95,250.85,250.85,315.234615384615,98.98,0,0
51,52.2105263157895,0,0,1,0,1,0,NA,0,0,NA,0,0,"",38,0,1482.98,1984,0,0,0,0,0,0,0,0,0,0,1490.36230769231,493.637692307692,1984,0,0,0,0,0,1984,1984,0,0,0
46,12.5,0,1,0,1,1,0,17,2265,1,NA,1,0,"",20,0,250,250,0,0,0,0,0,0,0,0,0,0,393.5,0,250,139.55,0,0,3.95,139.55,389.55,433.107692307692,0,0,0
47,61.2162162162162,0,1,0,1,1,0,17,250,1,NA,1,0,"",37,0,1675.72,2265,0,0,0,0,0,0,0,0,0,0,1667.39230769231,597.607692307692,2265,0,0,0,0,0,2265,2269.80769230769,0,0,0
17,0,0,1,0,1,0,0,17,2515,1,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,299.215384615385,0,0,0
18,0,0,0,1,0,0,0,NA,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.25,0,0,277.85,0,0,4.4,277.85,277.85,277.85,0,0,0
31,34.6,0,1,0,0,0,0,NA,958,0,570,0,0,"",60,0,1595.61,2076,0,0,0,0,0,0,0,0,0,0,1548.32230769231,527.677692307692,2076,0,0,0,0,0,2076,2094.42307692308,0,0,0
25,22.8095238095238,0,1,0,0,0,5000,NA,2076,0,570,0,0,"",42,0,830.72,958,0,0,0,0,0,0,0,0,0,0,799.857692307692,148.562307692308,958,0,0,0,0,0,958,997.923076923077,0,0,9.58
29,49.9512195121951,0,1,0,0,1,0,NA,1745,0,NA,0,0,"",41,0,1540.39,2048,0,0,0,0,0,0,0,0,0,0,1530.68230769231,517.317692307692,2048,0,0,0,0,0,2048,2081.55769230769,0,0,0
28,0,0,1,0,0,1,0,NA,2048,0,NA,0,0,"",60,0,1335.32,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,290.234615384615,0,0,0
49,30.5111111111111,0,1,0,1,1,0,13,1152,2,NA,1,0,"13",45,0,1665.3,1373,0,0,0,0,0,0,0,0,0,0,1119.22269230769,283.667307692308,1373,0,0,0,0,0,1373,1395.15384615385,29.89,0,0
47,15,0,1,0,1,1,0,13,2409.84,2,NA,1,0,"13",60,0,788.47,900,0,0,0,0,0,0,0,0,0,0,899.374938461538,125.942307692308,900,0,0,0,3.95,0,900,946.343076923077,121.367246153846,0,0
18,20.8333333333333,0,1,0,1,0,3000,13,3057.84,2,0,1,0,"13",12,0,252,250,0,0,0,0,0,0,0,0,0,0,522.23,0,250,139.55,0,0,3.95,139.55,389.55,448.354615384615,128.73,0,0
44,36.2777777777778,0,0,1,0,0,0,NA,0,0,690,0,0,"",36,0,1059.86,1306,0,0,0,0,0,0,0,0,0,0,1044.10769230769,261.892307692308,1306,0,0,0,0,0,1306,1306,0,0,0
20,29.625,0,0,1,0,0,13000,NA,0,0,150,0,0,"",40,0,1002.98,1185,0,0,0,0,0,0,0,0,0,0,926.882692307692,222.567307692308,1185,0,0,0,0,0,1185,1185,0,0,35.55
38,47.9736842105263,0,1,0,0,1,0,NA,1354,0,NA,0,0,"",38,0,1364.38,1823,0,0,0,0,0,0,0,0,0,0,1388.93230769231,434.067692307692,1823,0,0,0,0,0,1823,1849.03846153846,0,0,0
33,38.1578947368421,0,1,0,0,1,0,NA,1759.48,0,NA,0,0,"",38,0,1092.59,1450,0,0,0,0,0,0,0,0,0,0,1141.30769230769,308.692307692308,1450,0,0,0,0,0,1450,1483.83615384615,0,0,0
28,56.6578947368421,0,1,0,0,0,0,NA,2064,0,1040,0,0,"",38,0,1769.55,2153,0,0,0,0,0,0,0,0,0,0,1596.83230769231,556.167692307692,2153,0,0,0,0,0,2153,2192.69230769231,0,0,0
28,54.3157894736842,0,1,0,0,0,0,NA,2155,0,1040,0,0,"",38,0,1656.54,2064,0,0,0,0,0,0,0,0,0,0,1540.76230769231,523.237692307692,2064,0,0,0,0,0,2064,2105.44230769231,0,0,0
28,25.6666666666667,0,1,0,1,1,0,1,1384,1,NA,1,1,"1",12,64,372,308,0,64,0,0,0,0,90.44,0,0,0,515.68,0,308,0,104.75,0,3.95,104.75,412.75,439.365384615385,98.98,0,0
28,36.4210526315789,0,1,0,1,1,0,1,308,1,NA,1,1,"1",38,0,1111.7,1384,0,0,0,0,0,0,0,0,0,0,1175.36769230769,287.242307692308,1384,0,0,0,0,0,1384,1389.92307692308,29.89,48.72,0
42,18.4761904761905,0,0,0,1,1,0,11,0,2,NA,1,0,"11,12",21,103.3,503.58,388,0,0,0,0,0,0,80.63,0,0,0,809.176346153846,14.9936538461538,388,116,0,0,4.75,116,504,504,197.96,117.46,0
56,0,0,1,0,0,1,0,NA,1846.42,0,NA,0,0,"",50,0,849.26,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,286.358076923077,0,0,0
55,15.72,0,1,0,0,1,0,NA,1002.42,0,NA,0,0,"",50,0,1405.7,786,0,0,0,0,0,0,0,0,0,0,703.326923076923,82.6730769230769,786,0,0,0,0,0,786,805.277307692308,0,0,0
41,26.25,0,1,0,1,1,0,2,1231,1,NA,1,1,"2",40,16,995.25,1050,0,16,0,0,0,0,0,0,0,0,937.589038461538,178.692307692308,1050,0,0,0,3.95,0,1050,1073.67307692308,62.3313461538461,0,0
33,33.3947368421053,0,1,0,1,1,0,2,1117,1,NA,1,1,"2",38,0,1011.02,1269,0,0,0,0,0,0,0,0,0,0,1049.02269230769,249.867307692308,1269,0,0,0,0,0,1269,1290.48076923077,29.89,0,0
42,44.5,0,1,0,1,1,0,4,275,2,NA,1,1,"4,5",38,0,2501.55,1691,0,0,0,0,0,0,126.93,0,0,0,1349.62778846154,387.017307692308,1691,0,0,0,0,0,1691,1696.28846153846,45.6450961538461,0,0
39,21,0,1,0,1,1,0,4,3522.3,2,NA,1,1,"4,5",13,0,275,273,0,0,0,0,0,0,0,0,0,0,600.66,0,273,0,125.75,0,3.95,125.75,398.75,466.486538461538,197.96,0,0
56,30.6315789473684,0,1,0,0,1,0,NA,1037,0,NA,0,0,"",38,0,966.58,1164,0,0,0,0,0,0,0,0,0,0,948.257692307692,215.742307692308,1164,0,0,0,0,0,1164,1183.94230769231,0,0,0
50,25.925,0,1,0,0,1,12000,NA,1164,0,NA,0,0,"",40,0,883.17,1037,0,0,0,0,0,0,0,0,0,0,841.792692307692,174.467307692308,1037,0,0,0,0,0,1037,1059.38461538462,0,0,20.74
58,0,0,0,1,0,0,0,NA,0,0,374,0,0,"",0,528.55,540.55,0,0,0,0,50,0,0,0,0,0,68.6,350.84875,0,0,277.85,0,68.59875,4.4,277.85,277.85,277.85,0,0,0
54,61.3421052631579,0,1,0,1,1,0,21,1554.42,1,NA,1,0,"",38,0,1748.52,2331,0,0,0,0,0,0,0,0,0,0,1708.97230769231,622.027692307692,2331,0,0,0,0,0,2331,2360.89269230769,0,0,0
53,0,0,1,0,1,1,0,21,2519,1,NA,1,0,"",30,0,1085.29,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,299.292307692308,0,0,0
21,23.5,0,1,0,1,0,30000,21,3697.42,1,0,1,0,"",8,0,188,188,0,0,0,0,0,0,0,0,0,0,368.7,0,188,176.75,0,0,3.95,176.75,364.75,435.854230769231,0,0,0
32,36.8421052631579,0,1,0,0,0,0,NA,2,0,740,0,0,"",38,0,1126.4,1400,0,0,0,0,0,0,0,0,0,0,1107.55769230769,292.442307692308,1400,0,0,0,0,0,1400,1400.03846153846,0,0,0
32,0,0,1,0,0,0,0,NA,1406,0,740,0,0,"",0,0,2,0,0,0,0,0,0,0,0,0,0,0,345.27625,0,0,250.85,0,90.47625,3.95,250.85,250.85,277.888461538462,0,0,0
51,36.0263157894737,0,0,1,0,0,0,NA,0,0,640,0,0,"",38,0,1101.63,1369,0,0,0,0,0,0,0,0,0,0,1086.63269230769,282.367307692308,1369,0,0,0,0,0,1369,1369,0,0,0
25,28.5714285714286,0,0,1,0,0,0,NA,0,0,200,0,0,"",35,0,858.86,1000,0,0,0,0,0,0,0,0,0,0,837.557692307692,162.442307692308,1000,0,0,0,0,0,1000,1000,0,0,0
45,38.6315789473684,0,0,0,1,1,0,16,230,1,NA,1,0,"",38,99,1299.96,1468,0,99,0,0,0,0,129.75,0,0,0,1153.45769230769,314.542307692308,1468,0,0,0,0,0,1468,1472.42307692308,0,0,0
16,15.3333333333333,0,0,0,1,0,0,16,1468,1,0,1,0,"",15,0,230,230,0,0,0,0,0,0,0,0,0,0,445.55,0,230,210.8,0,0,4.75,210.8,440.8,469.030769230769,0,0,0
26,25.3157894736842,0,0,1,0,0,33000,NA,0,0,300,0,0,"",38,0,833.63,962,0,0,0,0,0,0,0,0,0,0,802.287692307692,150.092307692308,962,0,0,0,0,0,962,962,0,0,9.62
63,119.436363636364,1,1,0,0,1,0,NA,0,0,NA,0,0,"",55,0,4662.93,6569,0,0,0,0,0,0,0,0,0,0,4130.31538461538,2438.68461538462,6569,0,0,0,0,0,6569,6569,0,0,0
64,0,1,1,0,0,1,0,NA,6277.54,0,NA,0,0,"",15,0,0,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,371.571923076923,0,0,0
65,0,1,0,1,0,0,0,NA,0,0,600,0,0,"",0,0,1276.74,0,0,0,0,0,0,0,0,0,0,0,351.19875,0,0,277.85,0,68.59875,4.75,277.85,277.85,277.85,0,0,0
58,25,0,1,0,0,1,0,NA,0,0,NA,0,0,"",40,0,858.86,1000,0,0,0,0,0,0,0,0,0,0,837.557692307692,162.442307692308,1000,0,0,0,0,0,1000,1000,0,0,0
55,0,0,1,0,0,1,0,NA,1000,0,NA,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,270.080769230769,0,0,0
26,33.125,0,0,1,0,0,0,NA,0,0,0,0,0,"",40,0,1075.08,1325,0,0,0,0,0,0,0,0,0,0,1056.93269230769,268.067307692308,1325,0,0,0,0,0,1325,1325,0,0,0
23,35.1666666666667,0,0,1,0,0,0,NA,0,0,0,0,0,"",60,0,1552.27,2110,0,0,0,0,0,0,0,0,0,0,1569.74230769231,540.257692307692,2110,0,0,0,0,0,2110,2110,0,0,0
59,0,0,1,0,0,1,0,NA,665.53,0,NA,0,0,"",0,0,1269.23,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,263.648653846154,0,0,0
59,0,0,1,0,0,1,0,NA,1344.31,0,NA,0,0,"",0,0,652.36,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,276.702115384615,0,0,0
47,0,0,0,1,0,0,0,NA,0,0,390,0,0,"",0,566.85,566.85,0,0,0,0,68.6,0,0,0,0,0,68.6,350.84875,0,0,277.85,0,68.59875,4.4,277.85,277.85,277.85,0,0,0
