"AGEEC","wage","over_60","partnered","living_alone","Have_dep","Home_owner","HECSDebt","young_child","partner_earnings","Numb_dep","Rent","Main_carer_dep","PPeligible","child_ages","hours","TotalGovtPay_Stated","DispInc_Stated","EmployeeInc_Stated","AgedPen_Stated","FTB_Stated","PP_Stated","CRA_Stated","JSP_Stated","JSP_SIH_Modelled","FTB_SIH_Modelled","PP_SIH_Modelled","AgedPen_SIH_Modelled","CRA_SIH_Modelled","net_income","income_tax","work_income","JSP","PP_Pay","RA","ES","taxable_benefit","gross_income","gross_fam_income","net_fam_a_income","net_fam_b_income","HECS_payment"
36,0,0,0,0,1,0,0,1,0,2,390,1,1,"1,14",0,791.52,791.52,0,0,290,409.05,80.57,0,0,329.91,390.15,0,80.57,831.83875,0,0,0,376.15,80.35875,4.75,376.15,376.15,376.15,227.71,142.87,0
60,49.4736842105263,1,1,0,0,1,0,NA,1918,0,NA,0,0,"",38,0,2309.91,1880,0,0,0,0,0,0,0,0,0,0,1424.84230769231,455.157692307692,1880,0,0,0,0,0,1880,1916.88461538462,0,0,0
59,50.4736842105263,0,1,0,0,1,0,NA,2969.5,0,NA,0,0,"",38,0,1557.9,1918,0,0,0,0,0,0,0,0,0,0,1448.78230769231,469.217692307692,1918,0,0,0,0,0,1918,1975.10576923077,0,0,0
26,24,0,0,1,0,0,30000,NA,0,0,0,0,0,"",25,0,559.64,600,0,0,0,0,0,0,0,0,0,0,565.961538461538,34.0384615384615,600,0,0,0,0,0,600,600,0,0,0
64,30.84,1,0,1,0,1,0,NA,0,0,NA,0,0,"",50,0,1225.6,1542,0,0,0,0,0,0,0,0,0,0,1203.40769230769,338.592307692308,1542,0,0,0,0,0,1542,1542,0,0,0
22,38.8333333333333,0,0,1,0,0,5000,NA,0,0,450,0,0,"",6,0,367,233,0,0,0,0,0,0,0,0,0,0,492.29875,0,233,186.3,0,68.59875,4.4,186.3,419.3,419.3,0,0,0
23,22.3076923076923,0,0,1,0,0,39638,NA,0,0,450,0,0,"",13,0,511,290,0,0,0,0,0,0,0,0,0,0,515.09875,0,290,152.1,0,68.59875,4.4,152.1,442.1,442.1,0,0,0
30,37.7833333333333,0,1,0,0,1,7500,NA,1442,0,NA,0,0,"",60,0,1503.94,2267,0,0,0,0,0,0,0,0,0,0,1524.42153846154,598.347692307692,2267,0,0,0,0,0,2267,2294.73076923077,0,0,144.230769230769
29,48.0666666666667,0,1,0,0,1,0,NA,1981,0,NA,0,0,"",30,0,1150.63,1442,0,0,0,0,0,0,0,0,0,0,1135.90769230769,306.092307692308,1442,0,0,0,0,0,1442,1480.09615384615,0,0,0
48,20,0,1,0,0,1,0,NA,-1.13686837721616e-13,0,NA,0,0,"",30,0,559.64,600,0,0,0,0,0,0,0,0,0,0,565.961538461538,34.0384615384615,600,0,0,0,0,0,600,600,0,1.30739863379858e-14,0
65,12.9636363636364,1,1,0,0,1,0,NA,788,0,NA,0,0,"",55,0,1041.62,713,0,0,0,0,0,0,0,0,0,0,657.294230769231,55.7057692307692,713,0,0,0,0,0,713,728.153846153846,0,0,0
17,0,0,0,1,0,0,0,NA,0,0,0,0,0,"",0,244,244,0,0,0,0,0,0,0,0,0,0,0,282.25,0,0,277.85,0,0,4.4,277.85,277.85,277.85,0,0,0
24,0,0,0,0,1,0,0,5,0,2,0,1,1,"5,6",0,472.9,480.9,0,0,77,384,0,0,0,278.04,390.15,0,0,696.32,0,0,0,376.15,0,4.75,376.15,376.15,376.15,197.96,117.46,0
33,38.35,0,1,0,0,0,0,NA,1803,0,780,0,0,"",40,0,1268.99,1534,0,0,0,0,0,0,0,0,0,0,1198.00769230769,335.992307692308,1534,0,0,0,0,0,1534,1568.67307692308,0,0,0
42,45.075,0,1,0,0,0,0,NA,1553,0,780,0,0,"",40,0,1449.8,1803,0,0,0,0,0,0,0,0,0,0,1376.33230769231,426.667692307692,1803,0,0,0,0,0,1803,1832.86538461538,0,0,0
52,33.6,0,1,0,0,1,0,NA,1021,0,NA,0,0,"",30,0,971.11,1008,0,0,0,0,0,0,0,0,0,0,842.957692307692,165.042307692308,1008,0,0,0,0,0,1008,1027.63461538462,0,0,0
63,20.04,1,1,0,0,1,0,NA,1027,0,NA,0,0,"",50,0,944.35,1002,0,0,0,0,0,0,0,0,0,0,838.907692307692,163.092307692308,1002,0,0,0,0,0,1002,1021.75,0,0,0
47,47.45,0,0,0,1,1,0,11,0,3,NA,1,0,"11,14",40,72,1522.44,1898,0,72,0,0,0,0,244.67,0,0,0,1436.18230769231,461.817692307692,1898,0,0,0,0,0,1898,1898,0,0,0
17,0,0,0,0,1,0,0,11,1898,3,0,1,0,"11,14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,650.47,0,0,300.55,0,0,4.75,300.55,300.55,337.05,227.71,117.46,0
16,0,0,0,1,0,0,0,NA,0,0,0,0,0,"",0,0,92,0,0,0,0,0,0,0,0,0,0,0,282.25,0,0,277.85,0,0,4.4,277.85,277.85,277.85,0,0,0
32,55.25,0,1,0,0,0,0,NA,1702,0,940,0,0,"",60,0,2329.52,3315,0,0,0,0,0,0,0,0,0,0,2328.89230769231,986.107692307692,3315,0,0,0,0,0,3315,3347.73076923077,0,0,0
30,34.04,0,1,0,0,0,30000,NA,3315,0,940,0,0,"",50,0,1325.13,1702,0,0,0,0,0,0,0,0,0,0,1209.28769230769,390.592307692308,1702,0,0,0,0,0,1702,1765.75,0,0,102.12
26,29.9333333333333,0,0,1,0,0,0,NA,0,0,400,0,0,"",60,0,1388.21,1796,0,0,0,0,0,0,0,0,0,0,1371.92230769231,424.077692307692,1796,0,0,0,0,0,1796,1796,0,0,0
58,29.125,0,1,0,0,0,0,NA,1160,0,360,0,0,"",40,0,983.55,1165,0,0,0,0,0,0,0,0,0,0,948.932692307692,216.067307692308,1165,0,0,0,0,0,1165,1187.30769230769,0,0,0
58,20.9090909090909,0,1,0,0,0,0,NA,1169,0,360,0,0,"",55,0,963.85,1150,0,0,0,0,0,0,0,0,0,0,938.807692307692,211.192307692308,1150,0,0,0,0,0,1150,1172.48076923077,0,0,0
47,83.1,0,1,0,1,1,0,6,660,2,NA,1,1,"6,8",30,0,1807.24,2493,0,0,0,0,0,0,0,0,0,0,1811.03230769231,681.967692307692,2493,0,0,0,0,0,2493,2505.69230769231,0,0,0
44,28.695652173913,0,1,0,1,1,0,6,2493,2,NA,1,1,"6,8",23,0,607.63,660,0,0,0,0,0,0,0,0,0,0,816.471538461539,45.4384615384615,660,0,0,0,3.95,0,660,707.942307692308,197.96,0,0
46,34.85,0,1,0,1,1,0,12,1308,2,NA,1,0,"12",40,0,1169.65,1394,0,0,0,0,0,0,0,0,0,0,1133.39769230769,290.492307692308,1394,0,0,0,0,0,1394,1419.15384615385,29.89,0,0
44,34.4210526315789,0,1,0,1,1,0,12,1394,2,NA,1,0,"12",38,0,1061.17,1308,0,0,0,0,0,0,0,0,0,0,1075.34769230769,262.542307692308,1308,0,0,0,0,0,1308,1334.80769230769,29.89,0,0
15,0,0,1,0,1,0,0,12,2702,2,0,1,0,"12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.78,0,0,250.85,0,0,3.95,250.85,250.85,302.811538461538,98.98,0,0
44,44.7,0,1,0,1,0,0,5,1250,1,1140,1,1,"5",10,189,941.79,447,0,189,0,0,0,0,50.5,0,0,8.43,642.823788461538,9.02496153846154,447,0,21.35,80.56875,3.95,21.35,468.35,492.388461538462,98.98,0,0
45,31.25,0,1,0,1,0,0,5,754,1,1140,1,1,"5",40,0,1023.07,1250,0,0,0,0,0,0,0,0,0,0,1036.19769230769,243.692307692308,1250,0,0,0,0,0,1250,1264.5,29.89,0,0
51,0,0,1,0,0,1,0,NA,720,0,NA,0,0,"",60,0,2704.91,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,264.696153846154,0,0,0
35,0,0,1,0,0,1,0,NA,4073,0,NA,0,0,"",40,0,650.94,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,329.176923076923,0,0,0
35,0,0,1,0,1,0,0,14,27,1,300,1,0,"14",0,510.31,510.31,0,0,170,0,0,0,0,135.8,0,0,0,462.51,0,0,250.85,0,23.355,3.95,250.85,250.85,251.369230769231,128.73,55.625,0
35,0,0,1,0,1,0,0,14,0,1,300,0,0,"14",0,194,221,0,0,0,0,0,194,264.85,0,0,0,0,278.155,0,0,250.85,0,23.355,3.95,250.85,250.85,250.85,0,0,0
18,0,0,0,1,0,0,0,NA,0,0,0,0,0,"",0,203,203,0,0,0,0,0,0,0,0,0,0,0,282.25,0,0,277.85,0,0,4.4,277.85,277.85,277.85,0,0,0
61,0,1,0,1,0,1,0,NA,0,0,NA,0,0,"",0,319,319,0,0,0,0,0,319,314.55,0,0,0,0,282.6,0,0,277.85,0,0,4.75,277.85,277.85,277.85,0,0,0
29,20.8333333333333,0,1,0,1,0,0,5,1250,2,700,1,1,"5,7",60,69,1109.23,1250,0,69,0,0,0,0,0,0,0,0,1206.05375,243.692307692308,1250,0,0,80.56875,3.95,0,1250,1274.03846153846,115.227307692308,0,0
29,20.8333333333333,0,1,0,1,0,0,5,1250,2,700,1,1,"5,7",60,0,1048.81,1250,0,0,0,0,0,0,0,0,0,0,1206.05375,243.692307692308,1250,0,0,80.56875,3.95,0,1250,1274.03846153846,115.227307692308,0,0
32,48.6486486486486,0,1,0,0,0,0,NA,1927.07,0,960,0,0,"",37,0,1393.58,1800,0,0,0,0,0,0,0,0,0,0,1374.44230769231,425.557692307692,1800,0,0,0,0,0,1800,1837.05903846154,0,0,0
34,48.075,0,1,0,0,0,0,NA,1804.07,0,960,0,0,"",40,0,1467.82,1923,0,0,0,0,0,0,0,0,0,0,1451.93230769231,471.067692307692,1923,0,0,0,0,0,1923,1957.69365384615,0,0,0
37,0,0,1,0,1,1,0,0,1757,2,NA,1,1,"0,2",0,0,21,0,0,0,0,0,0,0,160.09,0,0,0,452.76,0,0,0,250.85,0,3.95,250.85,250.85,284.638461538462,197.96,0,0
35,35.469387755102,0,1,0,1,1,0,0,21,2,NA,1,1,"0,2",49,0,1368.29,1738,0,0,0,0,0,0,0,0,0,0,1366.49759615385,402.617692307692,1738,0,0,0,0,0,1738,1738.40384615385,31.1152884615384,0,0
48,0,0,0,0,1,0,0,14,0,1,200,1,0,"14",0,488,509,0,0,176,0,0,309,314.55,198.24,0,0,0,507.3325,0,0,300.55,0,14.5725,4.75,300.55,300.55,300.55,128.73,58.73,0
58,53.08,0,1,0,1,1,0,20,2647.84,1,NA,1,0,"",50,0,2683.97,2654,0,0,0,0,0,0,0,0,0,0,1912.46230769231,741.537692307692,2654,0,0,0,0,0,2654,2704.92,0,0,0
49,22.9666666666667,0,1,0,1,1,0,20,3695,1,NA,1,0,"",60,0,1761.18,1378,0,0,0,0,0,0,0,0,0,0,1092.70769230769,285.292307692308,1378,0,0,0,0,0,1378,1449.05769230769,0,0,0
20,10.1,0,1,0,1,0,22000,20,5372.84,1,0,1,0,"",10,0,470.96,101,0,0,0,0,0,0,0,0,0,0,331.3,0,101,226.35,0,0,3.95,226.35,327.35,430.673846153846,0,0,0
22,10.1,0,0,1,0,0,14000,NA,0,0,0,0,0,"",10,478.55,584.55,101,0,0,0,0,0,0,0,0,0,0,368.5,0,101,263.1,0,0,4.4,263.1,364.1,364.1,0,0,0
52,0,0,1,0,0,0,0,NA,951,0,1050,0,0,"",0,0,48,48,0,0,0,0,0,0,0,0,0,0,345.27625,0,0,250.85,0,90.47625,3.95,250.85,250.85,269.138461538462,0,0,0
49,38.04,0,1,0,0,0,0,NA,48,0,1050,0,0,"",25,0,826.89,951,0,0,0,0,0,0,0,0,0,0,805.167692307692,145.832307692308,951,0,0,0,0,0,951,951.923076923077,0,0,0
53,24.4186046511628,0,1,0,0,1,0,NA,635,0,NA,0,0,"",43,0,614.93,1050,0,0,0,0,0,0,0,0,0,0,871.307692307692,178.692307692308,1050,0,0,0,0,0,1050,1062.21153846154,0,0,0
59,25,0,1,0,0,1,0,NA,666,0,NA,0,0,"",40,0,590.01,1000,0,0,0,0,0,0,0,0,0,0,837.557692307692,162.442307692308,1000,0,0,0,0,0,1000,1012.80769230769,0,0,0
25,32.12,0,0,1,0,0,22000,NA,0,0,200,0,0,"",50,0,1295.55,1606,0,0,0,0,0,0,0,0,0,0,1158.27769230769,359.392307692308,1606,0,0,0,0,0,1606,1606,0,0,88.33
24,15.8717948717949,0,0,1,0,0,25000,NA,0,0,300,0,0,"",39,37,792,619,0,0,0,0,0,0,0,0,0,33,581.351538461538,37.6484615384615,619,0,0,0,0,0,619,619,0,0,0
50,76.1041666666667,0,0,1,0,1,0,NA,0,0,NA,0,0,"",48,0,2532.42,3653,0,0,0,0,0,0,0,0,0,0,2526.51538461538,1126.48461538462,3653,0,0,0,0,0,3653,3653,0,0,0
36,84.05,0,1,0,0,1,0,NA,1571,0,NA,0,0,"",40,0,2292.79,3362,0,0,0,0,0,0,0,0,0,0,2358.50230769231,1003.49769230769,3362,0,0,0,0,0,3362,3392.21153846154,0,0,0
27,41.1842105263158,0,1,0,0,1,0,NA,3265.94,0,NA,0,0,"",38,0,1218.31,1565,0,0,0,0,0,0,0,0,0,0,1218.93269230769,346.067307692308,1565,0,0,0,0,0,1565,1627.80653846154,0,0,0
55,30.28125,0,1,0,0,1,900,NA,2431,0,NA,0,0,"",32,0,839.79,969,0,0,0,0,0,0,0,0,0,0,806.942692307692,152.367307692308,969,0,0,0,0,0,969,1015.75,0,0,9.69
60,1215.5,1,1,0,0,1,0,NA,971,0,NA,0,0,"",2,0,1770.06,2431,0,0,0,0,0,0,0,0,0,0,1771.97230769231,659.027692307692,2431,0,0,0,0,0,2431,2449.67307692308,0,0,0
47,0,0,0,1,0,1,0,NA,0,0,NA,0,0,"",40,0,1195.97,0,0,0,0,0,0,0,0,0,0,0,282.25,0,0,277.85,0,0,4.4,277.85,277.85,277.85,0,0,0
62,39.4285714285714,1,1,0,0,1,0,NA,1206,0,NA,0,0,"",35,0,1112.98,1380,0,0,0,0,0,0,0,0,0,0,1094.05769230769,285.942307692308,1380,0,0,0,0,0,1380,1403.19230769231,0,0,0
60,30,1,1,0,0,1,0,NA,1386,0,NA,0,0,"",40,0,994.11,1200,0,0,0,0,0,0,0,0,0,0,972.557692307692,227.442307692308,1200,0,0,0,0,0,1200,1226.65384615385,0,0,0
28,40,0,1,0,1,1,0,0,2302,3,NA,1,1,"0,7,10",15,0,651.64,600,0,0,0,0,0,0,0,0,0,0,866.851538461538,34.0384615384615,600,0,0,0,3.95,0,600,644.269230769231,296.94,0,0
33,38.3666666666667,0,1,0,1,1,0,0,692,3,NA,1,1,"0,7,10",60,0,1692.7,2302,0,0,0,0,0,0,0,0,0,0,1690.70230769231,611.297692307692,2302,0,0,0,0,0,2302,2315.30769230769,0,0,0
53,59.3055555555556,0,1,0,1,1,0,9,6,2,NA,1,0,"9,11",36,0,1651.94,2135,0,0,0,0,0,0,0,0,0,0,1585.49230769231,549.507692307692,2135,0,0,0,0,0,2135,2135.11538461538,0,0,0
34,0,0,1,0,1,1,8000,9,2232,2,NA,1,0,"9,11",0,0,6,0,0,0,0,0,0,0,0,0,0,0,452.76,0,0,250.85,0,0,3.95,250.85,250.85,293.773076923077,197.96,0,0
62,24.3333333333333,1,0,1,0,1,0,NA,0,0,NA,0,0,"",18,140.44,574.93,438,0,0,0,0,139,75.23,0,0,0,0,490.764538461539,15.2854615384615,438,63.3,0,0,4.75,63.3,501.3,501.3,0,0,0
30,23.0212765957447,0,1,0,1,0,14000,9,1341,1,1150,1,0,"9",47,0,914.01,1082,0,0,0,0,0,0,0,0,0,0,1004.86125,189.092307692308,1082,0,0,80.56875,3.95,0,1082,1107.78846153846,54.4848076923077,0,27.05
29,35.2368421052632,0,1,0,1,0,10000,9,1084,1,1150,1,0,"9",38,0,1099.98,1339,0,0,0,0,0,0,0,0,0,0,1042.71269230769,272.617307692308,1339,0,0,0,0,0,1339,1359.84615384615,29.89,0,53.56
19,0,0,0,1,0,0,0,NA,0,0,370,0,0,"",0,0,15,0,0,0,0,0,0,0,0,0,0,0,350.84875,0,0,277.85,0,68.59875,4.4,277.85,277.85,277.85,0,0,0
48,50.25,0,1,0,1,1,0,0,878,3,NA,1,1,"0,2,4",44,0,5659.02,2211,0,0,0,0,0,0,0,0,0,0,1633.37230769231,577.627692307692,2211,0,0,0,0,0,2211,2227.88461538462,0,0,0
36,58.3,0,1,0,1,1,0,0,9509.83,3,NA,1,1,"0,2,4",20,0,792.92,1166,0,0,0,0,0,0,0,0,0,0,1150.55113653846,216.392307692308,1166,0,0,0,3.95,0,1166,1348.88134615385,196.993444230769,0,0
52,24.34,0,1,0,0,1,0,NA,854,0,NA,0,0,"",50,0,1105.47,1217,0,0,0,0,0,0,0,0,0,0,984.032692307692,232.967307692308,1217,0,0,0,0,0,1217,1233.42307692308,0,0,0
50,22.4736842105263,0,1,0,0,1,0,NA,1217,0,NA,0,0,"",38,0,754.97,854,0,0,0,0,0,0,0,0,0,0,745.826923076923,108.173076923077,854,0,0,0,0,0,854,877.403846153846,0,0,0
20,19.7105263157895,0,0,1,0,0,0,NA,0,0,0,0,0,"",38,0,679.93,749,0,0,0,0,0,0,0,0,0,0,680.201923076923,68.7980769230769,749,0,0,0,0,0,749,749,0,0,0
17,19.5,0,1,0,1,0,0,17,1984.92,1,0,1,0,"",8,0,156,156,0,0,0,0,0,0,0,0,0,0,355.9,0,156,195.95,0,0,3.95,195.95,351.95,390.121538461538,0,0,0
48,39.3684210526316,0,1,0,0,0,0,NA,4388,0,900,0,0,"",38,0,1251.83,1496,0,0,0,0,0,0,0,0,0,0,1172.35769230769,323.642307692308,1496,0,0,0,0,0,1496,1580.38461538462,0,0,0
51,87.72,0,1,0,0,0,0,NA,1498,0,900,0,0,"",50,0,2969.91,4386,0,0,0,0,0,0,0,0,0,0,2929.66538461538,1456.33461538462,4386,0,0,0,0,0,4386,4414.80769230769,0,0,0
65,0,1,0,1,0,1,0,NA,0,0,NA,0,0,"",0,527.25,527.25,0,315,0,0,0,0,0,0,0,435.8,0,282.6,0,0,277.85,0,0,4.75,277.85,277.85,277.85,0,0,0
60,0,1,1,0,0,1,0,NA,1137.12,0,NA,0,0,"",0,0,1891.48,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,272.717692307692,0,0,0
21,35.4166666666667,0,0,0,1,0,32000,19,2773,2,0,1,0,"",24,0,756.61,850,0,0,0,0,0,0,0,0,0,0,743.326923076923,106.673076923077,850,0,0,0,0,0,850,903.326923076923,0,0,0
51,30.7894736842105,0,0,0,1,1,0,19,2459.33,2,NA,1,0,"",38,0,1057.7,1170,0,0,0,0,0,0,0,0,0,0,952.307692307692,217.692307692308,1170,0,0,0,0,0,1170,1217.29480769231,0,0,0
19,37.5,0,0,0,1,0,15000,19,2026.33,2,0,1,0,"",12,0,1246.35,450,0,0,0,0,0,0,0,0,0,0,513.039538461538,20.5104615384615,450,78.8,0,0,4.75,78.8,528.8,567.767884615385,0,0,0
49,25,0,0,1,0,1,0,NA,0,0,NA,0,0,"",40,0,941.21,1000,0,0,0,0,0,0,0,0,0,0,837.557692307692,162.442307692308,1000,0,0,0,0,0,1000,1000,0,0,0
58,26.86,0,1,0,0,1,0,NA,0,0,NA,0,0,"",50,0,1109.28,1343,0,0,0,0,0,0,0,0,0,0,1069.08269230769,273.917307692308,1343,0,0,0,0,0,1343,1343,0,0,0
53,0,0,1,0,0,1,0,NA,1381,0,NA,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,277.407692307692,0,0,0
30,24.16,0,0,1,0,0,0,NA,0,0,0,0,0,"",50,0,995.49,1208,0,0,0,0,0,0,0,0,0,0,977.957692307692,230.042307692308,1208,0,0,0,0,0,1208,1208,0,0,0
36,32.7894736842105,0,0,0,1,1,0,4,0,2,NA,1,1,"4,9",38,64,1084.45,1246,0,64,0,0,0,0,277.08,0,0,0,1272.90384615385,242.392307692308,1246,0,0,0,4.75,0,1246,1246,121.676153846154,142.87,0
53,49.1555555555556,0,1,0,1,1,0,17,193.79,1,NA,1,0,"",45,0,1853.2,2212,0,0,0,0,0,0,0,0,0,0,1634.00230769231,577.997692307692,2212,0,0,0,0,0,2212,2215.72673076923,0,0,0
59,0,0,1,0,1,1,0,17,2575.07,1,NA,1,0,"",0,0,193.79,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,300.370576923077,0,0,0
17,0,0,1,0,1,0,0,17,2768.86,1,0,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,304.097307692308,0,0,0
42,23,0,1,0,1,1,0,8,1230,2,NA,1,0,"8,10",38,0,769.54,874,0,0,0,0,0,0,0,0,0,0,960.107692307692,115.802307692308,874,0,0,0,3.95,0,874,897.653846153846,197.96,0,0
37,38.5,0,1,0,1,1,0,8,874,2,NA,1,0,"8,10",26,72,1141.65,1001,0,72,0,0,0,0,0,0,0,0,1033.29307692308,162.767307692308,1001,0,0,0,3.95,0,1001,1017.80769230769,174.160384615385,16.95,0
61,35.75,1,1,0,0,1,0,NA,1922,0,NA,0,0,"",40,0,1136.84,1430,0,0,0,0,0,0,0,0,0,0,1127.80769230769,302.192307692308,1430,0,0,0,0,0,1430,1466.96153846154,0,0,0
62,39.2,1,1,0,0,1,0,NA,1354,0,NA,0,0,"",50,90.51,1555.84,1960,0,0,0,0,0,0,0,0,0,0,1475.24230769231,484.757692307692,1960,0,0,0,0,0,1960,1986.03846153846,0,0,0
25,35,0,0,1,0,0,0,NA,0,0,170,0,0,"",4,402.09,542.09,140,0,0,0,0,0,0,0,0,0,17.85,404.35,0,140,242.1,0,17.85,4.4,242.1,382.1,382.1,0,0,0
56,32.8947368421053,0,0,0,1,0,0,16,0,1,680,1,0,"",38,213.57,1508.2,1250,0,56,77,80.57,0,0,212.24,0,0,80.57,1006.30769230769,243.692307692308,1250,0,0,0,0,0,1250,1250,0,0,0
16,0,0,0,0,1,0,0,16,1546,1,680,1,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,385.65875,0,0,300.55,0,80.35875,4.75,300.55,300.55,330.280769230769,0,0,0
39,65.0476190476191,0,1,0,1,1,0,9,0,2,NA,0,0,"9,11",42,0,2027.56,2732,0,0,0,0,0,0,0,0,0,0,1961.60230769231,770.397692307692,2732,0,0,0,0,0,2732,2732,0,0,0
35,0,0,1,0,1,1,0,9,2732,2,NA,1,0,"9,11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,452.76,0,0,250.85,0,0,3.95,250.85,250.85,303.388461538462,197.96,0,0
65,0,1,1,0,0,1,0,NA,739.44,0,NA,0,0,"",0,0,736.43,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,265.07,0,0,0
64,0,1,1,0,0,1,0,NA,736.44,0,NA,0,0,"",0,0,739.43,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,265.012307692308,0,0,0
62,0,1,1,0,0,1,0,NA,1247,0,NA,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,274.830769230769,0,0,0
52,0,0,1,0,0,1,40000,NA,0,0,NA,0,0,"",40,0,1007.19,0,0,0,0,0,0,0,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,250.85,0,0,0
52,0,0,0,1,0,1,0,NA,0,0,NA,0,0,"",0,0,84,0,0,0,0,0,0,0,0,0,0,0,282.25,0,0,277.85,0,0,4.4,277.85,277.85,277.85,0,0,0
58,0,0,0,1,0,0,0,NA,0,0,210,0,0,"",0,477.5,477.5,0,0,0,0,0,0,0,0,0,0,0,315.1,0,0,277.85,0,32.85,4.4,277.85,277.85,277.85,0,0,0
55,0,0,1,0,1,1,0,11,0,1,NA,0,0,"11",0,346.51,346.51,0,0,0,0,0,270,264.85,0,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,250.85,0,0,0
57,0,0,1,0,1,1,0,11,0,1,NA,0,0,"11",0,397.83,397.83,0,0,0,0,0,0,0,141.12,0,0,0,254.8,0,0,250.85,0,0,3.95,250.85,250.85,250.85,0,0,0
27,27.6315789473684,0,0,1,0,0,34000,NA,0,0,0,0,0,"",38,0,759.58,1050,0,0,0,0,0,0,0,0,0,0,850.307692307692,178.692307692308,1050,0,0,0,0,0,1050,1050,0,0,21
26,27.0789473684211,0,0,1,0,0,37000,NA,0,0,0,0,0,"",38,0,906.33,1029,0,0,0,0,0,0,0,0,0,0,836.552692307692,171.867307692308,1029,0,0,0,0,0,1029,1029,0,0,20.58
49,40.75,0,1,0,1,1,0,0,0,1,NA,0,0,"0",40,0,1346.19,1630,0,0,0,0,0,0,0,0,0,0,1262.80769230769,367.192307692308,1630,0,0,0,0,0,1630,1630,0,0,0
31,0,0,1,0,1,1,0,0,1630,1,NA,1,1,"0",0,741,672.42,0,0,0,0,0,0,0,0,0,0,0,353.78,0,0,0,250.85,0,3.95,250.85,250.85,282.196153846154,98.98,0,0
46,30.2702702702703,0,0,0,1,0,0,8,0,2,900,1,1,"8,13",37,220.5,1689.12,1120,0,183,0,37.5,0,0,244.01,0,0,74.55,1301.53259615385,201.442307692308,1120,0,0,80.35875,4.75,0,1120,1120,180.406153846154,117.46,0
30,30.9090909090909,0,1,0,1,1,0,1,900,1,NA,1,1,"1",55,0,1325.1,1700,0,0,0,0,0,0,0,0,0,0,1318.56115384615,389.942307692308,1700,0,0,0,0,0,1700,1717.30769230769,8.50346153846154,0,0
30,36,0,1,0,1,1,0,1,1702,1,NA,1,1,"1",25,0,788.47,900,0,0,0,0,0,0,0,0,0,0,872.755769230769,125.942307692308,900,0,0,0,3.95,0,900,932.730769230769,94.7480769230769,0,0
60,37.5,1,1,0,0,1,0,NA,1745,0,NA,0,0,"",16,0,561.23,600,0,0,0,0,0,0,0,0,0,0,565.961538461538,34.0384615384615,600,0,0,0,0,0,600,633.557692307692,0,0,0
54,45.9210526315789,0,1,0,0,1,0,NA,602,0,NA,0,0,"",38,0,1406.6,1745,0,0,0,0,0,0,0,0,0,0,1339.79230769231,405.207692307692,1745,0,0,0,0,0,1745,1756.57692307692,0,0,0
61,25,1,1,0,0,1,0,NA,2251.24,0,NA,0,0,"",40,0,883.61,1000,0,0,0,0,0,0,0,0,0,0,837.557692307692,162.442307692308,1000,0,0,0,0,0,1000,1043.29307692308,0,0,0
33,50.6666666666667,0,1,0,1,1,2500,2,1109,2,NA,1,1,"2,2",30,0,1384.19,1520,0,0,0,0,0,0,0,0,0,0,1241.00576923077,331.442307692308,1520,0,0,0,0,0,1520,1541.32692307692,59.78,40.745,48.0769230769231
35,34.875,0,1,0,1,1,0,2,1524,2,NA,1,1,"2,2",24,0,1034.46,837,0,0,0,0,0,0,0,0,0,0,937.111923076923,101.798076923077,837,0,0,0,3.95,0,837,866.307692307692,197.96,0,0
26,26,0,1,0,0,0,0,NA,142,0,610,0,0,"",40,0,885.14,1040,0,0,0,0,0,0,0,0,0,0,864.557692307692,175.442307692308,1040,0,0,0,0,0,1040,1042.73076923077,0,0,0
26,26.8,0,1,0,0,0,0,NA,1040,0,610,0,0,"",5,0,142,134,0,0,0,0,0,0,0,0,0,0,437.57625,0,134,209.15,0,90.47625,3.95,209.15,343.15,363.15,0,0,0
63,0,1,0,1,0,1,0,NA,0,0,NA,0,0,"",0,213,512.28,0,0,0,0,0,213,174.56,0,0,0,0,282.6,0,0,277.85,0,0,4.75,277.85,277.85,277.85,0,0,0
